"";"冰箱";"冷氣";"區";"地址";"坪數";"型態";"天然瓦斯";"床";"性別要求";"押金";"捷運站";"最短租期";"格局";"桌子";"椅子";"樓層";"沙發";"洗衣機";"火車站";"熱水器";"第四台";"網路";"編號";"衣櫃";"身份要求";"車 位";"開伙";"隔間材料";"電視";"養寵物";"現況";"總價格"
"228";0;1;"北投區";"台北市北投區西安街一段";4;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"2";0;0;0;0;0;1;6321767;1;"0";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6500
"229";1;1;"板橋區";"新北市板橋區四川路二段99巷2弄1號";4;"公寓";0;1;"男生";"一個月";0;"一年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;0;1;6321983;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"230";1;1;"板橋區";"新北市板橋區僑中二街124巷";4;"公寓";1;1;"男生";"一個月";0;"一年";"0";1;1;"頂樓加蓋";0;1;1;1;0;1;6322060;1;"學生";"無";"不可以";"其他";0;"不可以";"雅房";4000
"231";1;1;"南港區";"台北市南港區忠孝東路六段";6;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"6";0;1;1;1;0;1;6322064;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6000
"232";1;1;"文山區";"台北市文山區永安街6巷";6;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"2";0;1;0;1;1;1;6322092;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";8500
"233";0;1;"三重區";"新北市三重區正義北路16巷";4;"公寓";0;1;"男女生皆可";"一個月";1;"半年";"開放式格局";0;0;"頂樓加蓋";0;1;0;1;1;0;6322392;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6500
"234";1;1;"北投區";"台北市北投區公館路423巷";6;"電梯大樓";1;1;"女生";"二個月";1;"一年";"0";1;1;"9";0;1;0;1;1;1;6322475;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";8000
"235";1;1;"北投區";"台北市北投區中央北路二段13號";5;"公寓";1;1;"男生";"二個月";1;"三個月";"有陽臺";1;1;"4";1;1;0;1;1;1;6322588;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";6000
"236";1;1;"萬華區";"台北市萬華區峨眉街";5,5;"公寓";0;1;"女生";"一個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;1;1;6322834;1;"學生、上班族";"無";"不可以";"木板";0;"不可以";"雅房";6700
"237";1;1;"萬華區";"台北市萬華區峨眉街";5,5;"公寓";1;1;"女生";"一個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;0;1;6322847;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6700
"238";1;1;"文山區";"台北市文山區羅斯福路六段276巷";4;"公寓";0;1;"男生";"二個月";1;"一年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;0;1;6323015;1;"學生";"無";"不可以";"輕材料";0;"不可以";"雅房";5600
"239";1;0;"萬華區";"台北市萬華區青年路152巷2號";5;"電梯大樓";1;1;"男女生皆可";"一個月";0;"一年";"有陽臺";0;0;"13";0;1;0;1;0;1;6323046;0;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6500
"240";0;1;"中山區";"台北市中山區合江街61巷";3;"公寓";1;1;"男生";"二個月";0;"一年";"0";1;1;"3";0;1;0;1;0;1;6323097;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4300
"241";0;1;"文山區";"台北市文山區景華街147巷";3;"公寓";1;1;"男生";"二個月";1;"一年";"0";1;1;"4";0;1;0;1;0;1;6323117;1;"學生";"無";"可以";"輕材料";1;"不可以";"雅房";5400
"242";1;1;"松山區";"台北市松山區敦化北路222巷";8;"電梯大樓";0;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"頂樓加蓋";1;1;0;1;1;1;6323443;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";12000
"243";1;1;"松山區";"台北市松山區八德路四段72巷12弄4號";3;"公寓";0;1;"女生";"二個月";0;"一年";"0";1;1;"5";0;1;0;1;1;0;6323446;1;"0";"無";"不可以";"木板";1;"不可以";"雅房";5700
"244";1;1;"永和區";"新北市永和區文化路67巷";6;"公寓";1;1;"男女生皆可";"一個月";0;"1月";"0";1;1;"5";0;1;0;1;1;1;6323470;1;"0";"無";"不可以";"輕材料";1;"不可以";"雅房";5000
"245";1;1;"新店區";"新北市新店區北新路二段173號";8;"電梯大樓";1;1;"男生";"二個月";1;"一年";"有陽臺";1;1;"6";1;1;0;1;1;1;6323490;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";11000
"246";0;1;"松山區";"台北市松山區八德路四段204巷";6;"電梯大樓";0;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"6";0;1;0;1;1;1;6323553;1;"學生、上班族";"無";"不可以";"木板";0;"不可以";"雅房";8500
"247";1;1;"中和區";"新北市中和區景平路";4;"公寓";0;1;"男女生皆可";"一個月";0;"1月";"0";1;1;"2";0;1;0;1;1;1;6323609;0;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5000
"248";0;0;"大安區";"台北市大安區金山南路二段141巷";6;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;0;"2";0;1;0;0;0;0;6323677;1;"學生、上班族、家庭";"無";"可以";"輕材料";0;"可以";"雅房";7500
"249";1;1;"新莊區";"新北市新莊區頭前路15巷";5;"公寓";0;1;"男女生皆可";"二個月";0;"半年";"有陽臺";0;0;"2";0;1;0;1;0;1;6324031;0;"0";"無";"可以";"木板";0;"不可以";"雅房";2800
"250";1;1;"新莊區";"新北市新莊區五工路";5;"電梯大樓";0;1;"男女生皆可";"二個月";1;"半年";"有陽臺";0;0;"5";0;1;0;1;0;0;6324040;0;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"不可以";"雅房";2800
"251";0;1;"五股區";"新北市五股區五工路";5;"電梯大樓";0;1;"男女生皆可";"二個月";0;"半年";"有陽臺";0;0;"5";0;1;0;1;0;0;6324045;0;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"不可以";"雅房";2800
"252";0;1;"大安區";"台北市大安區安居街9巷29號";4;"公寓";1;0;"男女生皆可";"面議";0;"一年";"0";1;1;"5";0;1;0;1;0;0;6324089;0;"學生、上班族、家庭";"無";"不可以";"其他";0;"不可以";"雅房";5000
"253";1;1;"三重區";"新北市三重區光興街";4;"公寓";0;1;"男生";"一個月";0;"一年";"有陽臺";1;1;"3";0;1;0;1;0;0;6324104;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5500
"254";1;1;"內湖區";"台北市內湖區內湖路一段411巷9弄7號";3;"公寓";1;1;"女生";"面議";0;"一年";"0";1;1;"4";1;1;0;1;1;1;6324154;1;"0";"無";"不可以";"0";1;"不可以";"雅房";5500
"255";1;0;"新店區";"新北市新店區新店路27號";8;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"B3";1;1;0;1;1;1;6324231;1;"0";"無";"可以";"0";1;"不可以";"雅房";6500
"256";0;0;"三重區";"新北市三重區中寮街5--8號";5;"公寓";0;1;"女生";"二個月";1;"半年";"0";1;1;"4";0;0;0;1;1;0;6324425;0;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"可以";"雅房";2000
"257";1;1;"信義區";"台北市信義區吳興街600巷";3;"公寓";0;1;"男生";"二個月";1;"一年";"0";1;1;"5";0;1;1;1;1;1;6324538;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5000
"258";1;1;"中正區";"台北市中正區銅山街3巷";5;"公寓";1;1;"女生";"一個月";1;"1月";"有陽臺";1;1;"2";0;1;1;1;0;1;6324550;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7000
"259";1;1;"中山區";"台北市中山區民生西路";7;"公寓";1;0;"男女生皆可";"二個月";1;"一年";"有陽臺";0;0;"3";0;1;0;1;0;0;6324586;0;"0";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";12000
"260";0;1;"大同區";"台北市大同區伊寧街75巷2號";6;"透天厝";0;1;"男女生皆可";"面議";0;"一年";"0";1;1;"2";0;1;0;1;0;0;6324661;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6800
"261";1;1;"中正區";"台北市中正區廈門街123巷10-1號";5;"公寓";1;1;"女生";"一個月";1;"一年";"有陽臺";1;1;"1";1;1;1;1;1;1;6324804;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6500
"262";1;1;"中山區";"台北市中山區大直街";4;"公寓";0;0;"女生";"二個月";0;"一年";"有陽臺";0;0;"4";0;1;0;0;0;0;6324877;0;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";7000
"263";1;1;"信義區";"台北市信義區吳興街";6;"電梯大樓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"2";0;1;0;1;0;1;6325089;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7000
"264";1;1;"板橋區";"新北市板橋區國慶路167巷";4;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"5";1;0;1;1;1;1;6325090;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";3700
"265";1;1;"三重區";"新北市三重區三張街22號";6;"公寓";1;1;"女生";"二個月";1;"一年";"0";1;1;"5";0;1;0;1;1;1;6325207;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5000
"266";1;1;"中山區";"台北市中山區八德路二段174巷";8;"公寓";1;1;"女生";"一個月";1;"半年";"有陽臺";1;1;"2";1;1;0;1;1;1;6325209;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"不可以";"雅房";12000
"267";0;1;"三重區";"新北市三重區中正北路408巷";5;"公寓";1;1;"男生";"二個月";0;"一年";"有陽臺";1;1;"5";0;0;0;1;0;1;6325320;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5500
"268";1;1;"新店區";"新北市新店區新店路";7;"公寓";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"2";0;1;0;1;1;1;6325393;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7000
"269";1;1;"大安區";"台北市大安區四維路128號";4;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"1";0;1;0;1;0;1;6325397;1;"學生、上班族、家庭";"無";"不可以";"輕材料";0;"可以";"雅房";7000
"270";0;1;"南港區";"台北市南港區昆陽街171巷1弄10號";7;"公寓";1;1;"男女生皆可";"二個月";0;"半年";"有陽臺";1;1;"4";0;1;0;1;1;1;6325751;1;"0";"無";"可以";"水泥磚牆";1;"可以";"雅房";5000
"271";1;1;"文山區";"台北市文山區指南路二段45巷24弄12號";7;"公寓";1;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"2";0;1;0;1;1;1;6325752;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7500
"272";0;1;"中和區";"新北市中和區景安路79巷";6;"公寓";0;0;"男女生皆可";"面議";0;"一年";"有陽臺";0;0;"1";0;0;0;0;0;0;6325781;0;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5500
"273";1;1;"信義區";"台北市信義區吳興街284巷";6;"電梯大樓";1;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"9";0;1;0;1;1;1;6326378;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"雅房";7000
"274";1;1;"淡水區";"新北市淡水區北新路";4,5;"電梯大樓";0;1;"男生";"二個月";0;"一年";"有陽臺";1;1;"2";0;1;0;1;0;1;6326386;1;"學生";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";2500
"275";1;1;"中正區";"台北市中正區和平西路一段";5;"電梯大樓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"6";0;0;0;0;0;1;6326471;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"可以";"雅房";6900
"276";1;1;"松山區";"台北市松山區南京東路五段251巷";7;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"4";0;1;1;1;1;1;6326577;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";11000
"277";1;1;"信義區";"台北市信義區永吉路193號";2;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"3";0;1;0;1;0;0;6326638;1;"學生、上班族";"無";"不可以";"其他";0;"不可以";"雅房";5000
"278";1;1;"信義區";"台北市信義區吳興街220巷";6;"電梯大樓";1;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"6";1;1;0;1;1;1;6326689;1;"0";"無";"可以";"水泥磚牆";1;"可以";"雅房";6800
"279";1;1;"士林區";"台北市士林區承德路四段12巷";7;"透天厝";1;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"1";0;0;0;1;1;1;6326773;0;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"不可以";"雅房";9000
"280";1;1;"三重區";"新北市三重區大同南路129巷";5;"公寓";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"1";0;1;1;1;1;1;6326819;1;"學生、上班族";"無";"可以";"輕材料";1;"不可以";"雅房";4500
"281";1;1;"汐止區";"新北市汐止區福德一路176巷";6;"透天厝";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"2";0;1;1;1;1;1;6327071;1;"上班族";"平面式停車位，已含租金內";"不可以";"水泥磚牆";1;"不可以";"雅房";6500
"282";1;1;"中和區";"新北市中和區成功路29號";4,5;"電梯大樓";1;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"12";1;0;0;1;0;1;6327088;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"可以";"雅房";7600
"283";1;1;"永和區";"新北市永和區得和路4巷";5;"公寓";0;1;"女生";"二個月";0;"半年";"0";1;1;"3";0;1;0;1;0;1;6327101;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"284";1;1;"中山區";"台北市中山區中原街";6;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"4";0;1;0;1;1;1;6327141;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"不可以";"雅房";6500
"285";1;1;"北投區";"台北市北投區一德街20號";3;"公寓";0;1;"女生";"二個月";1;"半年";"有陽臺";1;1;"2";1;1;0;1;1;1;6327187;1;"學生";"平面式停車位，已含租金內";"可以";"水泥磚牆";1;"不可以";"雅房";4500
"286";1;1;"板橋區";"新北市板橋區四川路二段130巷";5;"公寓";0;1;"女生";"二個月";1;"一年";"0";1;1;"4";0;1;1;1;1;1;6327255;1;"學生、上班族";"無";"不可以";"輕材料";1;"不可以";"雅房";5800
"287";0;0;"中山區";"台北市中山區建國北路一段66號";2;"公寓";1;1;"男生";"二個月";1;"一年";"0";1;1;"5";0;1;1;0;0;1;6327560;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"288";1;1;"士林區";"台北市士林區福國路";6;"華廈";0;1;"男女生皆可";"面議";0;"一年";"0";1;1;"3";1;1;0;1;0;1;6327913;1;"0";"無";"不可以";"0";1;"可以";"雅房";4500
"289";1;1;"板橋區";"新北市板橋區文化路二段182巷5弄6號";4,5;"公寓";1;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"4";1;1;0;1;0;0;6328083;1;"上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";8500
"290";1;1;"南港區";"台北市南港區興南街52巷";3;"公寓";1;1;"男生";"二個月";1;"兩年";"有陽臺";1;1;"4";1;1;0;1;0;1;6328104;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6700
"291";1;1;"萬華區";"台北市萬華區漢口街二段";3,5;"公寓";1;1;"男女生皆可";"一個月";1;"一年";"有陽臺";1;1;"2";0;1;1;1;0;0;6328227;1;"學生、上班族";"無";"不可以";"其他";0;"不可以";"雅房";5800
"292";1;1;"中正區";"台北市中正區廈門街99巷";4,5;"電梯大樓";1;1;"女生";"二個月";1;"一年";"0";1;1;"1";0;1;0;1;0;1;6328239;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7000
"293";0;1;"新莊區";"新北市新莊區明中街";6;"電梯大樓";0;1;"男女生皆可";"二個月";0;"一年";"0";0;0;"5";0;0;0;0;1;0;6328355;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";12000
"294";1;1;"士林區";"台北市士林區中山北路六段277巷4弄20號";6;"公寓";1;1;"女生";"二個月";1;"一年";"0";1;1;"5";0;1;0;1;1;1;6328440;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";8000
"295";1;1;"新店區";"新北市新店區安德街130巷";5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"5";0;1;0;1;0;1;6328687;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"可以";"雅房";5500
"296";1;1;"南港區";"台北市南港區八德路四段768巷1弄20號";8;"電梯大樓";0;1;"男女生皆可";"其他";1;"1月";"0";1;1;"1";1;1;1;1;0;1;6328728;1;"學生、上班族、家庭";"無";"可以";"輕材料";0;"不可以";"雅房";6000
"297";1;1;"大安區";"台北市大安區泰順街26巷30號";4;"公寓";1;1;"男女生皆可";"其他";0;"1月";"有陽臺";1;1;"2";1;1;0;1;0;1;6328734;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"不可以";"雅房";6833
"298";1;1;"深坑區";"新北市深坑區萬福路75巷";5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"2";1;1;0;1;1;1;6328844;1;"學生";"無";"可以";"輕材料";1;"不可以";"雅房";4500
"299";1;1;"三重區";"新北市三重區仁化街158巷1號";5;"透天厝";0;1;"男女生皆可";"一個月";1;"一年";"0";0;1;"3";0;1;1;1;1;1;6328898;1;"學生、上班族";"無";"不可以";"稀酸蓋板";1;"不可以";"雅房";6000
"300";1;1;"三重區";"新北市三重區頂崁街210巷";5;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"0";0;0;"6";0;1;0;1;1;0;6329090;0;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"301";1;0;"中和區";"新北市中和區圓通路305巷";5;"公寓";1;1;"男女生皆可";"面議";0;"半年";"有陽臺";0;0;"頂樓加蓋";0;0;0;1;0;1;6329164;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4500
"302";1;1;"中山區";"台北市中山區八德路二段312巷29號";8;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"開放式格局";1;1;"4";0;1;0;1;1;1;6329460;1;"0";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";8500
"303";1;1;"士林區";"台北市士林區文林路571號";6;"公寓";0;1;"女生";"二個月";1;"一年";"0";1;1;"4";0;1;0;1;0;1;6329587;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";4900
"304";1;1;"板橋區";"新北市板橋區光華街19巷2號";5;"公寓";0;1;"女生";"二個月";0;"一年";"0";0;0;"1";0;1;0;1;0;0;6329621;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"不可以";"雅房";4000
"305";1;1;"大安區";"台北市大安區永康街23巷";3,5;"公寓";1;1;"女生";"一個月";1;"半年";"有陽臺";1;1;"4";0;1;0;1;1;1;6329693;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5500
"306";1;1;"大同區";"台北市大同區重慶北路296巷55弄3號";4;"公寓";0;1;"女生";"一個月";0;"半年";"有陽臺";0;1;"5";1;1;0;1;1;1;6329995;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"307";1;1;"內湖區";"台北市內湖區康寧路三段219巷";7;"公寓";1;1;"女生";"二個月";1;"一年";"0";1;1;"5";0;1;0;1;1;1;6330049;1;"0";"無";"可以";"水泥磚牆";1;"不可以";"雅房";7000
"308";0;1;"中和區";"新北市中和區景新街418巷";6;"公寓";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"2";0;1;0;1;0;1;6330330;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7500
"309";0;1;"文山區";"台北市文山區景明街84巷2弄2號";4;"公寓";0;1;"男生";"二個月";0;"一年";"0";1;1;"5";0;1;0;1;0;1;6330539;1;"0";"無";"不可以";"輕材料";0;"不可以";"雅房";5200
"310";1;0;"信義區";"台北市信義區莊敬路352號";3,5;"電梯大樓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"5";1;1;0;1;0;1;6330727;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"可以";"雅房";5500
"311";1;1;"板橋區";"新北市板橋區貴興路119巷1弄5號";5;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"開放式格局";1;1;"6";1;1;0;1;1;1;6330747;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5800
"312";1;1;"林口區";"新北市林口區福林路";4;"電梯大樓";1;1;"男女生皆可";"二個月";0;"半年";"有陽臺";1;1;"5";0;1;0;1;1;1;6330854;1;"上班族";"平面式停車位，費用另計";"不可以";"水泥磚牆";1;"不可以";"雅房";7200
"313";1;1;"文山區";"台北市文山區木新路二段96巷20號";9;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"1";0;1;0;1;1;1;6330913;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"不可以";"雅房";6500
"314";1;1;"三峽區";"新北市三峽區大觀路";5;"電梯大樓";1;1;"男生";"二個月";0;"一年";"有陽臺";1;1;"8";1;1;0;1;0;0;6330928;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";6300
"315";1;1;"內湖區";"台北市內湖區西湖里285巷69弄74號";5;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"4";0;1;0;1;1;1;6330963;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6500
"316";1;1;"大安區";"台北市大安區通化街";5;"電梯大樓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"6";1;1;0;1;1;1;6331173;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"可以";"雅房";14000
"317";1;1;"北投區";"台北市北投區石牌路一段166巷69弄5號";6;"透天厝";1;1;"女生";"面議";0;"一年";"有陽臺";1;1;"3";0;1;0;1;0;1;6331204;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";8500
"318";1;1;"新莊區";"新北市新莊區建興街40巷";4;"公寓";0;1;"女生";"二個月";0;"一年";"開放式格局";1;1;"5";0;1;0;1;0;1;6331214;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"319";1;1;"萬華區";"台北市萬華區西寧南路";6;"透天厝";1;1;"女生";"一個月";1;"一年";"0";1;1;"4";0;1;1;1;0;1;6331268;1;"學生";"無";"可以";"其他";0;"不可以";"雅房";6000
"320";1;1;"大同區";"台北市大同區伊寧街61號";6;"公寓";1;1;"男女生皆可";"一個月";1;"半年";"0";1;1;"5";0;0;0;1;1;1;6331340;1;"上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5700
"321";1;1;"永和區";"新北市永和區博愛街20巷";6;"電梯大樓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"5";1;1;0;1;1;1;6331428;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7000
"322";1;1;"文山區";"台北市文山區和興路1巷1弄1號";4;"公寓";1;1;"男女生皆可";"面議";0;"一年";"0";1;1;"1";1;1;0;1;1;1;6331459;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"323";1;1;"永和區";"新北市永和區永元路18巷";7;"電梯大樓";1;1;"男生";"二個月";1;"一年";"0";1;1;"頂樓加蓋";0;1;1;1;0;1;6331611;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5200
"324";1;1;"文山區";"台北市文山區景華街147巷";3,5;"公寓";0;1;"男生";"面議";1;"一年";"有陽臺";1;1;"4";1;1;0;1;0;1;6331629;1;"學生";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5500
"325";1;1;"板橋區";"新北市板橋區中正路275巷";6;"公寓";1;1;"女生";"二個月";1;"一年";"0";1;1;"2";0;1;1;1;1;1;6331714;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5800
"326";1;1;"三重區";"新北市三重區三陽路42號";6;"公寓";0;1;"男女生皆可";"一個月";0;"一年";"0";1;1;"1";0;1;0;1;1;1;6331846;1;"0";"無";"不可以";"輕材料";1;"不可以";"雅房";5000
"327";1;1;"三重區";"新北市三重區永福街58巷";5;"公寓";0;1;"女生";"一個月";1;"一年";"有陽臺";1;1;"5";0;1;0;1;0;1;6332213;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6500
"328";1;1;"信義區";"台北市信義區林口街";2;"公寓";0;1;"女生";"二個月";1;"半年";"0";1;0;"3";0;1;1;1;0;1;6332223;1;"學生、上班族";"無";"不可以";"輕材料";0;"不可以";"雅房";3500
"329";1;1;"板橋區";"新北市板橋區自由路38巷";5;"公寓";0;1;"女生";"二個月";0;"一年";"0";1;1;"4";1;1;0;1;1;1;6332607;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5000
"330";1;1;"松山區";"台北市松山區八德路三段12巷";2;"公寓";1;1;"女生";"二個月";1;"一年";"0";1;1;"1";1;1;0;1;1;1;6332628;1;"上班族";"無";"不可以";"木板";1;"不可以";"雅房";5800
"331";1;1;"五股區";"新北市五股區凌雲路一段158巷";8;"電梯大樓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"3";0;1;0;1;1;1;6332743;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7000
"332";1;1;"內湖區";"台北市內湖區內湖路一段285巷69弄62號";4;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"5";0;1;0;1;0;1;6332749;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"可以";"雅房";5000
"333";1;1;"淡水區";"新北市淡水區中正東路二段143巷10弄7號";3;"別墅";1;1;"男女生皆可";"一個月";1;"3月";"有陽臺";1;1;"2";0;1;0;1;0;1;6332817;1;"學生、上班族";"無";"可以";"木板";0;"不可以";"雅房";5500
"334";1;1;"三重區";"新北市三重區仁愛街269巷";4;"公寓";0;1;"男女生皆可";"二個月";0;"半年";"0";1;1;"5";0;1;0;1;1;1;6333216;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4800
"335";1;1;"中山區";"台北市中山區龍江路417號";7;"公寓";0;1;"男女生皆可";"二個月";0;"半年";"開放式格局";1;1;"3";0;1;0;1;1;1;6333218;1;"0";"無";"不可以";"0";1;"不可以";"雅房";7800
"336";0;1;"中正區";"台北市中正區金山南路67巷";4;"公寓";1;1;"女生";"一個月";1;"一年";"0";1;1;"5";0;1;0;1;0;0;6333255;1;"0";"無";"不可以";"0";0;"不可以";"雅房";5000
"337";1;1;"中山區";"台北市中山區中山北路二段62巷29弄2號";4;"公寓";0;1;"女生";"一個月";1;"半年";"0";1;1;"3";1;1;1;1;0;1;6333340;1;"學生、上班族";"無";"可以";"木板";0;"不可以";"雅房";8500
