"";"冰箱";"冷氣";"區";"地址";"坪數";"型態";"天然瓦斯";"床";"性別要求";"押金";"捷運站";"最短租期";"格局";"桌子";"椅子";"樓層";"沙發";"洗衣機";"火車站";"熱水器";"第四台";"網路";"編號";"衣櫃";"身份要求";"車 位";"開伙";"隔間材料";"電視";"養寵物";"現況";"總價格"
"1173";1;0;"永和區";"新北市永和區中正路151巷3弄5號";5;"公寓";1;1;"女生";"一個月";1;"半年";"0";1;1;"B1";0;1;0;1;0;1;6408030;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4000
"1174";1;1;"中正區";"台北市中正區廈門街";5;"公寓";1;1;"男女生皆可";"面議";1;"三個月";"有陽臺";1;1;"4";1;1;0;1;0;0;6408171;1;"學生、上班族";"無";"可以";"其他";0;"可以";"雅房";5000
"1175";1;1;"信義區";"台北市信義區松山路";4;"電梯大樓";1;1;"女生";"一個月";1;"一年";"開放式格局";1;1;"1";1;1;1;1;1;1;6408238;1;"學生、上班族";"無";"不可以";"其他";1;"不可以";"雅房";7500
"1176";1;1;"中正區";"台北市中正區羅斯福路三段240巷";4;"公寓";0;1;"男生";"一個月";1;"半年";"0";1;1;"4";0;1;0;1;0;1;6408267;1;"0";"無";"不可以";"木板";0;"不可以";"雅房";6000
"1177";1;1;"文山區";"台北市文山區指南路三段6號";7;"透天厝";0;1;"男女生皆可";"一個月";0;"一年";"有陽臺";1;1;"2";0;1;0;1;1;1;6408268;1;"0";"無";"不可以";"木板";0;"不可以";"雅房";5500
"1178";1;1;"永和區";"新北市永和區雙和街16巷";5;"電梯大樓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"2";1;1;1;1;0;1;6408348;1;"學生";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5600
"1179";1;1;"新莊區";"新北市新莊區中泰街84號";5;"透天厝";0;1;"女生";"二個月";0;"一年";"0";1;0;"2";0;1;0;1;0;0;6408413;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"1180";1;0;"文山區";"台北市文山區景華街";3;"公寓";1;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"4";0;1;0;1;0;1;6408472;0;"0";"無";"可以";"水泥磚牆";0;"可以";"雅房";5000
"1181";1;1;"新莊區";"新北市新莊區中華路";5;"電梯大樓";1;1;"女生";"二個月";1;"三個月";"有陽臺";1;1;"17";1;1;0;1;1;1;6408601;1;"上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";6000
"1182";0;1;"中正區";"台北市中正區開封街一段";2;"電梯大樓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";0;0;"11";0;1;1;1;0;1;6408806;1;"學生、上班族、家庭";"無";"不可以";"其他";0;"不可以";"雅房";16500
"1183";1;1;"土城區";"新北市土城區永安街114號";30;"公寓";0;0;"男女生皆可";"二個月";1;"一年";"0";0;0;"3";0;1;0;1;0;0;6408946;0;"上班族、家庭";"無";"可以";"輕材料";0;"不可以";"雅房";16000
"1184";1;1;"新店區";"新北市新店區安忠路100巷1號";3;"透天厝";0;1;"男生";"面議";0;"一年";"0";1;1;"2";1;1;0;1;0;0;6408986;1;"學生";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5000
"1185";1;1;"文山區";"台北市文山區試院路154巷2弄29號";4;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"開放式格局";1;1;"2";0;1;0;1;0;1;6409058;1;"0";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5500
"1186";0;1;"新店區";"新北市新店區北新路三段";4;"電梯大樓";1;1;"男女生皆可";"二個月";0;"半年";"0";1;1;"6";0;1;0;1;0;1;6409192;0;"上班族";"機械式停車位，費用另計";"不可以";"輕材料";0;"可以";"雅房";7800
"1187";1;0;"內湖區";"台北市內湖區內湖路一段323巷";5;"公寓";1;1;"女生";"二個月";0;"一年";"0";1;1;"2";0;1;0;1;0;1;6409403;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7500
"1188";1;1;"林口區";"新北市林口區八德路120號";5;"電梯大樓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"2";1;1;0;1;1;1;6409425;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"可以";"雅房";6500
"1189";1;0;"北投區";"台北市北投區明德路";8;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;0;0;1;6409426;1;"學生、上班族、家庭";"無";"可以";"其他";0;"不可以";"雅房";7500
"1190";0;1;"中山區";"台北市中山區合江街127巷";8;"公寓";1;1;"男生";"面議";1;"三個月";"有陽臺";1;0;"6";0;1;0;0;0;0;6409475;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7500
"1191";1;1;"文山區";"台北市文山區景福街45巷9號";6;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"1";1;1;0;1;0;0;6409492;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"1192";1;1;"大安區";"台北市大安區羅斯福路二段77巷";7;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"3";1;1;1;1;1;1;6409528;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";11000
"1193";1;1;"板橋區";"新北市板橋區光華街19巷";5;"公寓";0;1;"男女生皆可";"一個月";1;"一年";"有陽臺";0;0;"5";0;1;1;1;0;0;6409632;0;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"不可以";"雅房";5000
"1194";1;1;"板橋區";"新北市板橋區三民路二段";6;"公寓";1;1;"男生";"一個月";0;"一年";"0";0;1;"5";0;1;0;1;1;1;6409849;1;"0";"無";"不可以";"0";1;"不可以";"雅房";5500
"1195";1;1;"松山區";"台北市松山區光復南路66巷";7;"公寓";1;1;"女生";"二個月";1;"一年";"0";1;1;"3";0;1;0;1;0;1;6410013;1;"0";"無";"不可以";"輕材料";0;"不可以";"雅房";8500
"1196";1;1;"南港區";"台北市南港區研究院路二段43號";3,5;"透天厝";1;1;"女生";"一個月";0;"一年";"有陽臺";1;1;"3";0;1;0;1;0;0;6410021;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";6000
"1197";1;1;"板橋區";"新北市板橋區忠孝路";5;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"3";1;1;1;1;1;1;6410169;1;"學生、上班族";"無";"可以";"其他";1;"不可以";"雅房";6000
"1198";1;1;"內湖區";"台北市內湖區內湖路一段285巷";3;"公寓";0;1;"女生";"一個月";1;"一年";"有陽臺";0;1;"6";0;1;0;1;1;1;6410180;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5500
"1199";1;1;"三峽區";"新北市三峽區清水街";7;"透天厝";0;1;"男女生皆可";"二個月";0;"一年";"0";0;0;"2";0;1;0;1;1;1;6410564;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";8000
"1200";1;1;"松山區";"台北市松山區寧安街5巷8號";5;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"5";0;1;0;1;0;1;6410694;1;"學生、上班族";"無";"不可以";"其他";0;"不可以";"雅房";6500
"1201";1;1;"新莊區";"新北市新莊區中原路";6;"公寓";0;1;"男女生皆可";"面議";0;"三個月";"有陽臺";1;1;"3";1;1;0;1;1;0;6410707;1;"0";"無";"可以";"水泥磚牆";1;"不可以";"雅房";5500
"1202";0;1;"三重區";"新北市三重區中正南路120巷";2;"公寓";0;0;"男女生皆可";"二個月";0;"一年";"0";0;0;"2";0;1;0;1;0;0;6410774;0;"0";"無";"可以";"0";0;"不可以";"雅房";4500
"1203";1;1;"大安區";"台北市大安區信義路四段19巷6號";3;"公寓";0;1;"男女生皆可";"面議";1;"一年";"0";1;1;"3";1;1;0;1;1;1;6410941;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"可以";"雅房";6300
"1204";1;1;"北投區";"台北市北投區明德路150巷";3;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"4";1;1;0;1;1;1;6410949;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5600
"1205";0;1;"板橋區";"新北市板橋區大觀路一段75巷";4;"公寓";0;1;"男女生皆可";"面議";1;"一年";"0";1;1;"6";0;1;1;1;0;0;6411065;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";3000
"1206";1;1;"大安區";"台北市大安區建國南路一段286巷";2;"公寓";0;1;"男生";"二個月";1;"半年";"0";1;1;"2";0;1;0;1;1;1;6411156;1;"學生、上班族";"無";"不可以";"木板";0;"不可以";"雅房";8000
"1207";1;1;"文山區";"台北市文山區木新路二段";6;"公寓";1;1;"男生";"二個月";0;"一年";"有陽臺";1;1;"4";0;1;0;1;1;1;6411282;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6000
"1208";1;1;"中正區";"台北市中正區重慶南路三段";6;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"5";0;1;0;0;0;1;6411539;1;"學生、上班族";"無";"不可以";"木板";1;"不可以";"雅房";5500
"1209";1;1;"文山區";"台北市文山區興隆路一段102巷";5;"公寓";1;1;"女生";"一個月";1;"一年";"有陽臺";1;1;"5";0;1;0;1;1;1;6411583;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";8800
"1210";1;1;"新店區";"新北市新店區安康路二段58巷1號";5;"公寓";0;1;"男女生皆可";"面議";0;"一年";"有陽臺";1;1;"5";0;1;0;1;0;1;6411731;1;"學生";"無";"不可以";"輕材料";0;"不可以";"雅房";4500
"1211";1;1;"士林區";"台北市士林區德行東路";5;"透天厝";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"3";0;1;0;1;1;1;6411841;1;"學生、上班族";"無";"不可以";"輕材料";1;"不可以";"雅房";5500
"1212";1;1;"三重區";"新北市三重區六張街";4;"公寓";1;1;"女生";"一個月";0;"一年";"有陽臺";1;1;"4";1;1;0;1;1;1;6411857;1;"學生、上班族";"無";"不可以";"輕材料";1;"不可以";"雅房";5000
"1213";1;1;"南港區";"台北市南港區南港路一段";5;"透天厝";0;1;"男生";"二個月";1;"一年";"0";1;1;"1";0;1;1;1;1;1;6411865;1;"上班族";"無";"不可以";"0";1;"不可以";"雅房";5500
"1214";1;1;"板橋區";"新北市板橋區龍興街103巷1號";4;"電梯大樓";0;1;"男女生皆可";"二個月";1;"半年";"有陽臺";1;1;"2";1;1;1;1;0;1;6411886;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"可以";"雅房";5500
"1215";1;1;"大安區";"台北市大安區溫州街74巷";5,5;"公寓";1;1;"男女生皆可";"一個月";1;"2月";"有陽臺";1;1;"5";1;1;0;1;1;1;6412142;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"不可以";"雅房";12000
"1216";1;1;"大安區";"台北市大安區羅斯福路二段101巷";5;"公寓";1;1;"男女生皆可";"一個月";1;"一年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;0;0;6412153;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";9000
"1217";1;1;"中山區";"台北市中山區遼寧街45巷21號";7;"透天厝";1;1;"女生";"面議";0;"一年";"0";1;1;"3";1;1;0;1;1;1;6412231;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7000
"1218";1;0;"大安區";"台北市大安區信義路四段179號";7,5;"電梯大樓";0;1;"男女生皆可";"一個月";0;"一年";"0";1;1;"5";1;1;0;1;1;1;6412415;1;"0";"無";"不可以";"輕材料";1;"不可以";"雅房";8000
"1219";1;1;"三重區";"新北市三重區龍濱路219巷";4;"公寓";1;1;"男生";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;1;1;6412545;1;"學生、上班族、家庭";"無";"不可以";"其他";1;"不可以";"雅房";3800
"1220";0;0;"淡水區";"新北市淡水區興福寮66巷267號";6;"透天厝";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"3";1;1;0;1;0;0;6412605;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"1221";1;1;"內湖區";"台北市內湖區行善路25巷";6;"電梯大樓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"1";1;1;1;1;1;1;6412637;1;"上班族";"無";"可以";"水泥磚牆";1;"可以";"雅房";10500
"1222";1;1;"永和區";"新北市永和區得和路30號";5;"電梯大樓";1;1;"女生";"面議";1;"一年";"0";1;1;"5";1;1;0;1;1;0;6412663;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"可以";"雅房";5000
"1223";1;0;"中和區";"新北市中和區連城路523巷22號";4;"透天厝";1;1;"男女生皆可";"一個月";0;"一年";"0";1;1;"3";0;1;0;1;0;1;6412721;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4800
"1224";1;1;"永和區";"新北市永和區永和路二段276巷";6;"公寓";1;1;"女生";"二個月";1;"一年";"0";1;1;"2";0;1;0;1;1;1;6412826;1;"學生、上班族、家庭";"無";"可以";"輕材料";1;"不可以";"雅房";5000
"1225";1;1;"土城區";"新北市土城區中央路四段118巷11號";5;"公寓";0;1;"男生";"二個月";1;"半年";"有陽臺";1;1;"6";0;1;0;1;1;1;6412908;0;"上班族";"無";"可以";"輕材料";1;"不可以";"雅房";4100
"1226";1;1;"內湖區";"台北市內湖區內湖路三段89巷";3;"公寓";1;1;"男生";"二個月";0;"半年";"0";1;1;"2";0;1;0;1;0;1;6412946;1;"上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"1227";1;1;"林口區";"新北市林口區公園路223巷9號";7;"電梯大樓";1;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"13";1;1;0;1;1;1;6413113;1;"學生、上班族、家庭";"平面式停車位，費用另計";"可以";"水泥磚牆";1;"不可以";"雅房";6500
"1228";1;1;"內湖區";"台北市內湖區康寧路三段75巷";5;"透天厝";0;1;"男女生皆可";"面議";0;"半年";"0";1;1;"1";0;1;0;0;1;1;6413202;1;"0";"無";"不可以";"0";1;"不可以";"雅房";5500
"1229";1;1;"信義區";"台北市信義區永吉路278巷";4,5;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;1;1;6413297;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"不可以";"雅房";9999
"1230";0;1;"五股區";"新北市五股區水碓村";15;"公寓";0;1;"男生";"面議";0;"一年";"有陽臺";1;1;"6";1;0;0;1;1;1;6413320;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"1231";1;1;"板橋區";"新北市板橋區裕民街111巷";6;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"開放式格局";1;1;"5";0;1;0;1;1;1;6413377;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"可以";"雅房";6000
"1232";1;1;"板橋區";"新北市板橋區仁化街42巷";20;"公寓";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"頂樓加蓋";1;1;1;1;1;1;6413440;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";5000
"1233";0;1;"汐止區";"新北市汐止區忠孝東路";3;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"3";0;1;0;1;1;1;6413616;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5000
"1234";0;1;"新店區";"新北市新店區大學街";6;"別墅";1;1;"男女生皆可";"二個月";0;"一年";"有陽臺";0;0;"1";0;0;0;1;0;0;6413664;0;"學生、上班族、家庭";"無";"可以";"0";0;"可以";"雅房";9000
"1235";1;1;"新店區";"新北市新店區如意街";5;"公寓";0;1;"男女生皆可";"面議";0;"一年";"有陽臺";0;0;"3";0;1;0;1;0;0;6413729;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"可以";"雅房";6800
"1236";1;1;"文山區";"台北市文山區景華街128巷";4;"公寓";1;1;"男生";"二個月";0;"一年";"0";1;0;"頂樓加蓋";0;1;0;1;1;1;6413730;1;"學生、上班族";"無";"不可以";"輕材料";0;"不可以";"雅房";5300
"1237";0;0;"淡水區";"新北市淡水區水源街二段34巷";4;"公寓";0;1;"男女生皆可";"一個月";1;"三個月";"0";1;1;"1";0;1;0;1;0;0;6413772;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";2400
"1238";1;1;"萬華區";"台北市萬華區康定路56巷";4;"公寓";0;0;"女生";"二個月";1;"三個月";"有陽臺";1;1;"5";0;1;1;1;0;0;6413800;1;"上班族";"無";"可以";"木板";0;"不可以";"雅房";5000
"1239";1;1;"內湖區";"台北市內湖區內湖路一段285巷";3;"公寓";0;1;"男女生皆可";"二個月";0;"半年";"有陽臺";1;1;"5";0;1;0;1;1;0;6413843;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7500
"1240";1;0;"士林區";"台北市士林區仰德大道一段6巷";6;"透天厝";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"1";0;1;0;1;1;1;6413855;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4000
"1241";1;1;"中正區";"台北市中正區漢口街一段68巷1弄5號";7;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"4";0;1;1;1;0;0;6413870;1;"學生、上班族";"無";"不可以";"其他";1;"不可以";"雅房";7000
"1242";1;1;"內湖區";"台北市內湖區江南街71巷16弄50號";13;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;1;1;6413913;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";8800
"1243";1;1;"五股區";"新北市五股區凌雲路一段158巷";8;"電梯大樓";1;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"3";1;1;0;1;1;1;6413934;1;"學生、上班族、家庭";"無";"可以";"0";1;"可以";"雅房";6000
"1244";1;1;"萬里區";"新北市萬里區忠二街";10;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"3";1;1;0;1;1;1;6413974;1;"0";"無";"可以";"水泥磚牆";1;"可以";"雅房";4500
"1245";1;1;"信義區";"台北市信義區忠孝東路五段790巷59弄8號";6;"公寓";0;1;"女生";"二個月";1;"一年";"0";1;1;"4";0;1;0;1;1;1;6413985;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"1246";1;1;"大同區";"台北市大同區延平北路一段77號";6;"電梯大樓";1;1;"男女生皆可";"一個月";0;"半年";"0";1;1;"6";1;1;0;1;1;0;6414019;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"1247";1;1;"中和區";"新北市中和區中安街178巷";4;"透天厝";1;1;"女生";"二個月";0;"一年";"0";1;1;"1";0;1;0;1;0;1;6414075;1;"0";"無";"不可以";"0";0;"不可以";"雅房";4000
"1248";0;1;"大安區";"台北市大安區信義路四段30巷43號";4;"公寓";1;1;"女生";"二個月";0;"半年";"0";1;1;"3";0;1;0;0;1;1;6414144;1;"0";"無";"可以";"輕材料";0;"可以";"雅房";5000
"1249";1;1;"南港區";"台北市南港區忠孝東路六段";7;"公寓";0;1;"男女生皆可";"面議";0;"一年";"0";1;1;"2";1;1;0;1;0;1;6414179;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"可以";"雅房";6400
"1250";1;1;"士林區";"台北市士林區社中街251巷4號";10;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"3";0;1;0;1;1;0;6414316;1;"0";"無";"不可以";"其他";1;"不可以";"雅房";8000
"1251";1;1;"板橋區";"新北市板橋區中正路135巷";6;"公寓";0;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"5";0;1;0;1;1;0;6414395;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7000
"1252";0;1;"松山區";"台北市松山區新中街10巷";8;"公寓";0;1;"男女生皆可";"一個月";0;"一年";"0";1;1;"1";0;1;0;1;1;0;6414409;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";10000
"1253";0;0;"新莊區";"新北市新莊區民安西路296號";4;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";0;0;"2";0;0;0;0;0;0;6414413;1;"0";"無";"不可以";"木板";1;"不可以";"雅房";4500
"1254";0;1;"三重區";"新北市三重區集美街";4;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";0;0;"2";0;1;0;0;1;1;6414477;1;"0";"無";"不可以";"0";1;"不可以";"雅房";4500
"1255";1;1;"松山區";"台北市松山區南京東路四段133巷";8;"公寓";0;1;"女生";"一個月";0;"一年";"0";1;1;"2";0;1;0;1;1;1;6414538;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";7800
"1256";1;1;"士林區";"台北市士林區德行東路379巷";7;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"2";0;1;0;1;1;0;6414591;0;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"可以";"雅房";8000
"1257";1;1;"中和區";"新北市中和區華新街144巷";3;"公寓";1;1;"女生";"二個月";0;"一年";"0";1;1;"2";0;1;0;1;1;1;6414695;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4500
"1258";1;1;"三重區";"新北市三重區忠孝路三段7巷38號";8;"公寓";1;1;"女生";"一個月";0;"半年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;1;1;6414713;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4800
"1259";1;1;"永和區";"新北市永和區保福路二段124號";6;"公寓";1;1;"女生";"面議";1;"一年";"有陽臺";1;1;"4";0;1;0;1;0;1;6414755;1;"學生";"無";"可以";"0";0;"不可以";"雅房";5000
"1260";1;0;"內湖區";"台北市內湖區金湖路";3,5;"公寓";1;1;"女生";"一個月";0;"一年";"有陽臺";0;1;"3";0;1;0;1;0;0;6414804;1;"上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";6500
"1261";1;1;"大安區";"台北市大安區青田街2巷";3;"公寓";1;1;"女生";"面議";0;"半年";"0";1;1;"1";0;1;0;1;1;1;6414846;1;"0";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7000
"1262";1;1;"信義區";"台北市信義區忠孝東路五段71巷";4;"公寓";1;1;"女生";"一個月";1;"一年";"有陽臺";1;1;"2";0;1;0;1;1;0;6414861;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"可以";"雅房";7250
"1263";1;1;"北投區";"台北市北投區承德路七段";5;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;0;"4";0;0;0;1;0;1;6415158;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"不可以";"雅房";4500
"1264";1;1;"三重區";"新北市三重區重新路五段";3,5;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"2";0;1;0;1;1;1;6415273;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";4500
"1265";0;1;"中正區";"台北市中正區公園路20巷4號";3;"透天厝";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"5";0;1;1;1;1;1;6415428;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5600
"1266";1;1;"內湖區";"台北市內湖區陽光街68巷57號";5;"電梯大樓";1;1;"男生";"一個月";1;"一年";"有陽臺";1;1;"6";0;1;0;1;1;1;6415476;1;"上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7700
"1267";1;1;"新店區";"新北市新店區民權路75號";7;"電梯大樓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;0;0;6415518;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5900
"1268";1;1;"大安區";"台北市大安區金山南路二段141巷20號";6;"公寓";1;1;"男生";"一個月";1;"一年";"有陽臺";1;1;"2";0;1;0;1;1;1;6415537;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";8000
"1269";1;1;"文山區";"台北市文山區木柵路一段325號";5;"公寓";0;0;"男女生皆可";"二個月";0;"一年";"0";0;0;"3";0;1;0;1;1;1;6415539;0;"學生、上班族";"無";"不可以";"木板";1;"不可以";"雅房";6000
"1270";1;1;"中山區";"台北市中山區興安街";2;"公寓";0;1;"女生";"二個月";0;"一年";"開放式格局";1;1;"2";0;1;0;1;1;0;6415666;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4200
"1271";0;1;"士林區";"台北市士林區德行東路";8;"透天厝";0;1;"男女生皆可";"面議";0;"一年";"有陽臺";1;1;"2";0;1;0;1;1;0;6415736;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";8000
"1272";1;1;"文山區";"台北市文山區木柵路一段";4;"電梯大樓";1;1;"女生";"二個月";0;"一年";"0";1;1;"10";0;1;0;1;0;1;6415823;1;"學生";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7300
"1273";1;1;"淡水區";"新北市淡水區民生路145巷10號";4;"透天厝";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"1";0;1;0;1;0;1;6415833;0;"學生";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4500
"1274";1;1;"大安區";"台北市大安區泰順街50巷";3;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"1";0;1;0;1;0;1;6415853;1;"學生、上班族";"無";"不可以";"其他";0;"不可以";"雅房";4800
"1275";1;1;"板橋區";"新北市板橋區自由路26巷";4,5;"公寓";0;1;"女生";"二個月";1;"一年";"0";1;1;"頂樓加蓋";0;1;1;1;1;1;6415858;1;"學生、上班族";"無";"不可以";"輕材料";1;"不可以";"雅房";4500
"1276";1;1;"林口區";"新北市林口區粉寮路";5;"電梯大樓";1;1;"女生";"二個月";0;"一年";"0";1;1;"10";0;1;0;1;0;1;6415883;1;"學生、上班族";"無";"不可以";"0";0;"不可以";"雅房";5500
"1277";1;1;"信義區";"台北市信義區吳興街106巷10號";4;"公寓";1;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"3";1;1;0;1;0;1;6416011;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";7000
"1278";1;1;"南港區";"台北市南港區研究院路二段72號";4,5;"公寓";1;1;"男生";"面議";0;"一年";"開放式格局";1;1;"2";0;1;0;1;0;1;6416012;1;"學生、上班族";"無";"不可以";"木板";0;"不可以";"雅房";5000
"1279";1;1;"北投區";"台北市北投區知行路273號";8;"電梯大樓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;1;1;6416054;1;"上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";6000
"1280";0;1;"大安區";"台北市大安區臨江街40巷55號";5;"公寓";0;1;"男女生皆可";"面議";1;"一年";"0";1;1;"4";0;1;0;1;1;0;6416133;0;"學生、上班族、家庭";"無";"可以";"輕材料";0;"不可以";"雅房";6000
"1281";0;1;"信義區";"台北市信義區虎林街108巷7號";6;"公寓";0;0;"女生";"二個月";1;"一年";"0";1;0;"2";0;1;1;1;1;0;6416179;0;"學生、上班族";"無";"不可以";"木板";0;"不可以";"雅房";6000
"1282";1;1;"士林區";"台北市士林區小西街";4;"公寓";0;0;"男生";"二個月";1;"一年";"0";1;1;"2";0;1;0;1;0;0;6416199;1;"學生";"無";"不可以";"木板";0;"不可以";"雅房";5000
