,價格,冰箱,冷氣,區,地址,坪數,型態,天然瓦斯,床,座標,性別要求,押金,捷運站,最短租期,朝向,格局,桌子,椅子,樓層,沙發,洗衣機,火車站,熱水器,產權登記,種類,第四台,管理費,網路,編號,總樓層數,衣櫃,身份要求,車 位,開伙,隔間材料,電視,養寵物,現況
13,14500.0,1,1,大安區,台北市大安區泰順街54巷,10.0,公寓,0,1,0,女生,二個月,1,一年,坐南朝北,有陽臺,1,1,5,0,1,1,1,已辦 ,0,1,0,1,6428226,5.0,1,學生、上班族,無,可以,0,1,不可以,獨立套房
14,17000.0,1,1,松山區,台北市松山區南京東路五段291巷,8.0,公寓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,有陽臺,1,1,2,0,1,0,1,已辦 ,0,1,0,1,6375255,3.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
15,18000.0,1,1,中正區,台北市中正區忠孝西路一段,10.0,電梯大樓,0,1,0,男女生皆可,面議,1,三個月,0,開放式格局,1,1,4,1,1,1,1,已辦 ,0,0,0,0,6386273,12.0,1,學生、上班族,無,不可以,0,1,可以,獨立套房
16,12000.0,1,1,文山區,台北市文山區試院路154巷2弄13號,8.0,電梯大樓,0,1,0,女生,一個月,1,一年,坐東朝西,有陽臺,1,1,1,0,1,0,1,已辦 ,0,1,0,1,6261236,6.0,0,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
17,20000.0,1,1,信義區,台北市信義區信義路六段86號,15.0,公寓,0,1,0,男女生皆可,面議,1,一年,0,0,1,1,4,1,1,1,1,已辦 ,0,1,0,1,6428179,5.0,1,0,無,可以,0,1,不可以,獨立套房
18,15000.0,1,1,文山區,台北市文山區興隆路三段304巷32號,10.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,1,1,1,0,0,已辦 ,0,1,0,1,6398894,7.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
19,36000.0,1,1,大安區,台北市大安區信義路三段,14.0,電梯大樓,0,1,0,男女生皆可,二個月,1,1月,坐南朝北,0,1,1,12,1,1,0,1,已辦 ,0,1,975,1,6315218,12.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
20,56000.0,1,1,信義區,台北市信義區松勤路,19.71,電梯大樓,0,1,0,男女生皆可,二個月,1,三個月,坐北朝南,開放式格局,1,1,16,1,1,0,1,已辦 ,0,0,2927,0,6328407,19.0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,0,1,不可以,獨立套房
21,13500.0,1,1,中正區,台北市中正區同安街80巷,9.0,公寓,1,1,0,男女生皆可,二個月,1,3月,坐北朝南,0,1,1,4,1,1,0,1,已辦 ,0,1,0,1,6415872,5.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
22,16000.0,1,1,中山區,台北市中山區中山北路二段115巷,9.0,公寓,0,1,0,男女生皆可,面議,1,一年,0,0,1,1,1,1,1,0,1,已辦 ,0,1,0,1,6418624,4.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
23,23000.0,1,1,大安區,台北市大安區泰順街40巷,13.0,公寓,1,1,0,男女生皆可,二個月,1,三個月,坐南朝北,有陽臺,1,1,5,1,1,1,1,已辦 ,0,1,0,1,5495921,5.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
24,25000.0,1,1,大安區,台北市大安區信義路二段,7.18,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,0,0,0,2,1,1,0,1,已辦 ,0,0,1890,0,6348007,13.0,1,學生、上班族、家庭,機械式停車位，費用另計,不可以,0,1,不可以,獨立套房
25,12000.0,1,1,內湖區,台北市內湖區內湖路三段,10.0,公寓,0,0,0,男女生皆可,二個月,1,一年,0,開放式格局,1,1,5,1,1,0,1,已辦 ,0,1,0,1,6364032,5.0,1,0,無,不可以,0,1,不可以,獨立套房
26,13700.0,1,1,中山區,台北市中山區錦州街30巷,10.0,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,坐北朝南,有陽臺,1,1,4,0,1,0,1,已辦 ,0,1,700,1,6411165,12.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
27,8500.0,1,1,大同區,台北市大同區延平北路二段,5.0,公寓,0,1,0,女生,二個月,1,1年,坐西朝東,0,1,1,2,0,1,0,1,已辦 ,0,1,0,1,6403676,4.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
28,10000.0,1,1,南港區,台北市南港區成福路121巷,7.0,透天厝,0,1,0,男女生皆可,一個月,1,一年,坐北朝南,有陽臺,1,1,3,0,1,1,1,已辦 ,0,1,0,1,6423696,3.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
29,10888.0,1,1,南港區,台北市南港區橫科路4巷,9.0,公寓,0,1,0,男女生皆可,二個月,1,14月,坐北朝南,0,1,1,4,1,1,1,1,已辦 ,0,1,40,1,6340723,5.0,1,學生、上班族,無,不可以,0,1,可以,獨立套房
30,29900.0,1,1,萬華區,台北市萬華區開封街二段63號,15.0,透天厝,0,1,0,男女生皆可,二個月,1,三個月,0,開放式格局,1,1,3,0,0,1,1,未辦 ,0,1,0,1,6352092,5.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
31,13500.0,1,1,萬華區,台北市萬華區環河南路一段71號,5.7,電梯大樓,0,1,0,男女生皆可,二個月,1,半年,0,開放式格局,1,1,9,1,1,1,1,未辦 ,0,1,0,1,6352090,12.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
32,18500.0,1,1,信義區,台北市信義區基隆路二段,11.7,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,坐東南朝西北,有陽臺,1,0,6,1,1,0,1,已辦 ,0,0,1160,0,6413314,12.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
33,18500.0,1,1,中山區,台北市中山區五常街53巷,15.0,公寓,0,1,0,男女生皆可,二個月,1,兩年,坐東朝西,0,1,0,5,1,1,0,1,已辦 ,0,0,500,1,6410050,5.0,1,上班族、家庭,無,不可以,0,1,不可以,獨立套房
34,25000.0,1,1,松山區,台北市松山區復興北路,7.0,電梯大樓,0,1,0,男女生皆可,面議,1,1月,坐東朝西,0,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6341238,12.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
35,7800.0,1,1,士林區,台北市士林區小東街20號,6.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,4,0,1,0,1,已辦 ,0,0,0,1,6363028,5.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
36,17000.0,1,1,中正區,台北市中正區羅斯福路五段,7.0,公寓,0,1,0,男女生皆可,面議,1,30天,0,0,1,1,4,1,1,0,1,已辦 ,0,1,0,1,6232670,4.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
37,12000.0,1,1,文山區,台北市文山區仙岩路58巷,6.0,公寓,0,1,0,男女生皆可,面議,1,一年,0,開放式格局,1,1,5,1,1,0,1,已辦 ,0,1,0,1,6346137,6.0,1,0,無,不可以,0,1,不可以,獨立套房
38,12000.0,1,1,文山區,台北市文山區興隆路三段304巷32號,6.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,1,0,1,0,1,已辦 ,0,1,0,1,6347049,6.0,1,學生、上班族、家庭,平面式停車位，費用另計,不可以,0,1,不可以,獨立套房
39,26000.0,0,1,中山區,台北市中山區南京東路二段,14.72,電梯大樓,1,0,0,男女生皆可,二個月,1,兩年,坐南朝北,有陽臺,0,0,8,0,0,0,1,已辦 ,0,0,0,0,6386490,18.0,0,學生、上班族、家庭,機械式停車位，已含租金內,可以,0,0,不可以,獨立套房
40,15000.0,1,1,松山區,台北市松山區基隆路一段,7.0,電梯大樓,0,1,0,男女生皆可,二個月,1,1月,0,0,1,1,8,1,1,1,1,已辦 ,0,1,0,1,6342053,12.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
41,29000.0,1,1,大安區,台北市大安區基隆路二段,13.68,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,坐西朝東,樓中樓、有陽臺,1,1,5,1,1,0,1,已辦 ,0,0,1778,0,6413956,12.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
42,16000.0,1,1,中山區,台北市中山區林森北路263號,10.0,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,坐東朝西,0,1,0,5,1,0,0,1,已辦 ,0,1,821,1,6425075,12.0,1,0,無,不可以,0,1,不可以,獨立套房
43,12000.0,1,1,士林區,台北市士林區中正路614號,8.0,電梯大樓,1,1,0,男女生皆可,二個月,0,一年,0,開放式格局,1,1,3,0,1,0,1,已辦 ,0,1,0,1,6385692,7.0,1,學生、上班族,平面式停車位，費用另計,不可以,0,1,不可以,獨立套房
44,11500.0,1,1,中山區,台北市中山區伊通街52巷,8.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,4,0,1,1,1,已辦 ,0,1,0,1,6410151,5.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
45,10500.0,1,1,信義區,台北市信義區基隆路一段11巷10弄20號,6.0,公寓,0,1,0,女生,二個月,1,一年,坐南朝北,0,1,1,3,0,1,1,1,未辦 ,0,1,0,1,6426986,4.0,1,上班族,無,不可以,0,1,不可以,獨立套房
46,10000.0,1,1,中正區,台北市中正區南陽街3號,5.0,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,8,0,1,0,1,未辦 ,0,0,180,0,6384218,9.0,1,學生、上班族、家庭,無,不可以,0,0,不可以,獨立套房
47,15000.0,1,1,信義區,台北市信義區嘉興街49號,7.0,公寓,0,1,0,男女生皆可,二個月,0,一年,坐南朝北,0,1,1,2,1,1,0,1,未辦 ,0,1,0,1,6415549,8.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
48,16000.0,1,1,士林區,台北市士林區文林路,8.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,7,1,1,0,1,已辦 ,0,1,0,1,6421159,8.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
49,14000.0,1,1,萬華區,台北市萬華區康定路281號,7.0,公寓,0,1,0,男女生皆可,二個月,1,半年,坐北朝南,有陽臺,1,1,2,1,1,1,1,已辦 ,0,1,0,1,6422757,4.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
50,10500.0,1,1,萬華區,台北市萬華區寶興街,7.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,2,1,1,1,1,-- ,0,1,0,1,6382208,4.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
51,12500.0,1,1,內湖區,台北市內湖區江南街,6.0,公寓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,6,0,1,0,1,未辦 ,0,1,0,1,6421139,6.0,1,上班族,無,不可以,0,1,不可以,獨立套房
52,28000.0,1,1,中山區,台北市中山區市民大道三段169號,16.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,坐西朝東,樓中樓、有陽臺,1,0,8,1,1,0,1,已辦 ,0,1,0,0,6386443,13.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
53,11500.0,1,1,中正區,台北市中正區汀州路三段146號,6.0,公寓,0,1,0,女生,二個月,1,一年,0,0,1,1,4,0,1,0,1,已辦 ,0,0,0,1,6398660,5.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
54,15999.0,1,1,中山區,台北市中山區新生北路三段,10.0,電梯大樓,0,1,0,男女生皆可,一個月,1,7天,坐東朝西,有陽臺,1,1,7,1,1,1,1,已辦 ,0,1,750,0,6407737,12.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
55,13000.0,1,1,士林區,台北市士林區基河路128號,6.0,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,坐南朝北,開放式格局,1,1,9,1,1,0,1,未辦 ,0,0,0,0,6367565,11.0,1,0,無,不可以,0,1,可以,獨立套房
56,10000.0,1,1,中山區,台北市中山區林森北路119巷30號,5.0,公寓,0,1,0,男女生皆可,二個月,1,一年,坐南朝北,0,1,1,4,1,1,0,1,已辦 ,0,1,0,1,6413443,5.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
57,19500.0,0,1,南港區,台北市南港區中坡北路92號,13.5,電梯大樓,0,0,0,男女生皆可,二個月,1,1年,坐西南朝東北,樓中樓,0,0,8,0,1,1,1,已辦 ,0,0,0,0,6413814,9.0,0,0,無,可以,0,0,可以,獨立套房
58,17000.0,1,1,中山區,台北市中山區中山北路二段72巷12-1號,10.0,透天厝,0,1,0,男女生皆可,面議,1,一年,坐南朝北,有陽臺,1,1,4,0,1,0,1,未辦 ,0,0,0,1,6419773,5.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
59,17000.0,1,1,大同區,台北市大同區延平北路二段,15.0,電梯大樓,1,1,0,男女生皆可,面議,1,一年,坐東朝西,有陽臺,1,1,6,0,1,1,1,已辦 ,0,1,470,0,6421069,10.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
60,18000.0,1,1,中山區,台北市中山區林森北路,11.0,電梯大樓,0,1,0,男女生皆可,面議,0,一年,0,0,1,1,3,1,1,0,1,未辦 ,0,1,750,1,6339233,3.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
61,14502.0,1,1,中山區,台北市中山區林森北路,8.0,電梯大樓,0,1,0,男女生皆可,面議,0,一年,0,0,1,1,4,1,1,0,1,已辦 ,0,1,0,1,6412313,13.0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,0,1,可以,獨立套房
62,16000.0,1,1,信義區,台北市信義區林口街24巷23號,9.0,公寓,0,1,0,男女生皆可,二個月,0,一年,0,開放式格局,1,0,1,0,1,0,1,-- ,0,1,0,1,6327453,5.0,1,0,無,可以,0,1,不可以,獨立套房
63,15000.0,1,1,中山區,台北市中山區林森北路,7.0,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,5,1,1,0,0,已辦 ,0,1,0,1,6405180,12.0,1,學生、上班族、家庭,無,不可以,0,1,可以,獨立套房
64,12990.0,1,1,萬華區,台北市萬華區成都路27巷,6.0,公寓,0,1,0,男女生皆可,二個月,0,一年,坐南朝北,0,1,1,3,0,1,0,1,未辦 ,0,1,0,1,6419728,4.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
65,12000.0,1,1,文山區,台北市文山區汀州路四段140巷,7.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,0,4,0,1,0,1,已辦 ,0,1,0,1,6389999,4.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
66,28000.0,1,1,中山區,台北市中山區民生東路一段,12.0,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,樓中樓,1,1,4,1,1,0,1,已辦 ,0,1,0,1,6303520,12.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
67,17800.0,1,1,大安區,台北市大安區市民大道四段,10.0,電梯大樓,1,1,0,女生,二個月,1,一年,坐南朝北,有陽臺,1,1,6,1,1,0,1,已辦 ,0,0,840,0,6426776,7.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
68,17300.0,1,1,中山區,台北市中山區林森北路107巷,11.0,電梯大樓,0,1,0,女生,二個月,1,一年,坐南朝北,0,1,1,6,1,1,0,1,已辦 ,0,0,1320,0,6402474,7.0,1,上班族,無,可以,0,1,不可以,獨立套房
69,16000.0,1,1,大同區,台北市大同區民權西路300號,11.0,電梯大樓,1,1,0,男女生皆可,二個月,0,一年,0,0,1,1,2,1,1,0,1,已辦 ,0,1,0,1,6419629,13.0,1,學生、上班族,機械式停車位，費用另計,不可以,0,1,不可以,獨立套房
70,14000.0,1,1,士林區,台北市士林區福壽街77號,8.0,公寓,0,1,0,女生,二個月,1,一年,0,0,1,1,3,1,1,0,1,已辦 ,0,1,0,1,6420544,4.0,1,學生,無,不可以,0,1,不可以,獨立套房
71,15000.0,1,1,中正區,台北市中正區延平北路一段69巷13號,6.0,電梯大樓,0,1,0,男女生皆可,二個月,1,1年,坐北朝南,0,1,1,3,0,1,1,1,已辦 ,0,1,1000,1,6313670,5.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
72,13000.0,1,1,內湖區,台北市內湖區金湖路,8.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6334872,5.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
73,10000.0,1,1,內湖區,台北市內湖區內湖路一段411巷,10.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,頂樓加蓋,0,1,0,1,已辦 ,0,1,0,1,6354820,4.0,1,學生、上班族,無,可以,0,1,不可以,獨立套房
74,9500.0,1,1,信義區,台北市信義區永吉路200巷,5.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,2,0,1,1,1,已辦 ,0,1,0,1,6417885,4.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
75,28000.0,1,1,信義區,台北市信義區和平東路三段,12.0,電梯大樓,0,1,0,男女生皆可,二個月,1,1月,坐西南朝東北,0,1,1,5,1,1,0,1,已辦 ,0,1,0,1,6360016,12.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
76,22000.0,1,1,松山區,台北市松山區八德路四段,13.0,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,樓中樓、有陽臺,1,1,6,1,1,0,1,已辦 ,0,0,0,0,6363918,13.0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,0,1,可以,獨立套房
77,29000.0,1,1,北投區,台北市北投區光明路,12.0,公寓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,2,1,1,0,1,已辦 ,0,1,0,1,6366598,5.0,1,0,無,可以,0,1,不可以,獨立套房
78,20000.0,1,1,北投區,台北市北投區光明路,12.0,公寓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,3,0,1,0,1,已辦 ,0,1,0,1,6366633,5.0,1,0,無,可以,0,1,不可以,獨立套房
79,15000.0,1,1,信義區,台北市信義區中坡南路201巷6-1號,9.5,電梯大樓,0,1,0,女生,二個月,1,一年,坐東南朝西北,有陽臺,1,1,6,1,1,1,1,已辦 ,0,1,0,1,6224675,7.0,1,上班族,無,不可以,0,1,不可以,獨立套房
80,15000.0,1,1,大同區,台北市大同區延平北路一段69巷13號,6.0,電梯大樓,0,1,0,男女生皆可,二個月,1,1年,坐北朝南,0,1,1,3,0,1,1,1,已辦 ,0,1,1000,1,6313674,5.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
81,18000.0,1,1,萬華區,台北市萬華區和平西路三段33號,10.0,透天厝,0,1,0,男女生皆可,二個月,1,半年,坐南朝北,有陽臺,1,1,2,1,1,1,1,已辦 ,0,1,0,1,6343423,2.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
82,9998.0,1,1,信義區,台北市信義區和平東路三段435巷,8.0,公寓,0,1,0,男女生皆可,二個月,1,一年,坐南朝北,有陽臺,1,1,3,1,1,0,1,已辦 ,0,1,0,1,6408451,4.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
83,10000.0,1,1,中山區,台北市中山區中山北路三段32號,7.5,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,4,0,1,0,1,已辦 ,0,1,1200,1,6419210,7.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
84,12000.0,1,1,北投區,台北市北投區大同街349號,8.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,2,1,1,0,1,已辦 ,0,1,0,1,6421089,3.0,1,上班族、家庭,無,不可以,0,1,不可以,獨立套房
85,9800.0,1,1,大同區,台北市大同區民族西路135號,7.0,公寓,0,1,0,男女生皆可,二個月,1,1月,0,0,1,1,4,0,1,0,1,已辦 ,0,1,0,1,6374070,4.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
86,9800.0,1,1,士林區,台北市士林區重慶北路四段,8.0,公寓,0,1,0,男女生皆可,二個月,0,1月,0,0,1,1,4,0,1,0,1,已辦 ,0,1,0,1,6356847,5.0,1,0,無,可以,0,1,不可以,獨立套房
87,17000.0,1,1,中正區,台北市中正區羅斯福路二段8巷14弄2號,8.5,透天厝,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,2,1,1,0,1,已辦 ,0,1,0,1,6345122,2.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
88,8900.0,1,1,大安區,台北市大安區復興南路二段125巷20弄4-5號,7.0,公寓,0,1,0,女生,二個月,0,一年,坐北朝南,0,1,1,4,1,1,0,1,已辦 ,0,1,0,1,6338023,4.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
89,9000.0,1,1,士林區,台北市士林區中正路,6.0,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,坐南朝北,0,1,1,3,0,1,0,1,已辦 ,0,1,0,1,6333650,7.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
90,15500.0,1,1,中山區,台北市中山區新生北路二段60巷,8.0,電梯大樓,1,1,0,男女生皆可,二個月,0,一年,0,0,1,1,6,1,1,0,0,已辦 ,0,1,0,0,6360039,7.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
91,27500.0,1,1,中正區,台北市中正區臨沂街32巷,14.1,電梯大樓,0,0,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,3,1,1,0,1,已辦 ,0,0,2800,0,6364611,7.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
92,13000.0,1,1,南港區,台北市南港區東新街170巷,10.0,公寓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,有陽臺,0,1,5,1,1,1,1,已辦 ,0,1,0,1,6390390,5.0,1,學生、上班族、家庭,無,可以,0,0,不可以,獨立套房
93,12000.0,1,1,大同區,台北市大同區長安西路205號,11.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,開放式格局,1,0,11,0,1,1,1,已辦 ,0,0,0,0,6403204,11.0,0,上班族、家庭,無,不可以,0,0,不可以,獨立套房
94,21000.0,1,1,松山區,台北市松山區南京東路五段,12.0,電梯大樓,1,1,0,男女生皆可,二個月,0,一年,坐北朝南,有陽臺,1,1,15,0,1,0,1,已辦 ,0,1,770,0,6428116,19.0,1,上班族,無,可以,0,1,不可以,獨立套房
95,15000.0,1,1,信義區,台北市信義區中坡北路43巷,15.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,開放式格局,0,0,4,1,1,1,1,已辦 ,0,1,0,0,1352696,5.0,1,學生、上班族、家庭,無,可以,0,0,不可以,獨立套房
96,8000.0,1,1,北投區,台北市北投區自強街,6.0,公寓,1,1,0,女生,二個月,1,一年,坐東南朝西北,0,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6335105,5.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
97,26000.0,1,1,士林區,台北市士林區德行西路36號,15.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,0,1,1,12,1,1,0,1,已辦 ,0,1,1437,0,6341652,13.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
98,30000.0,1,1,信義區,台北市信義區信義路五段,14.6,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,坐西朝東,開放式格局,1,1,8,1,1,0,1,已辦 ,0,0,2700,0,6343009,19.0,1,學生、上班族、家庭,平面式停車位，費用另計,可以,0,1,不可以,獨立套房
99,13000.0,1,1,中正區,台北市中正區汀州路二段,6.0,公寓,0,1,0,女生,二個月,1,一年,坐東朝西,0,1,1,4,0,1,0,1,已辦 ,0,0,0,1,6348414,5.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
