,價格,冰箱,冷氣,區,地址,坪數,型態,天然瓦斯,床,座標,性別要求,押金,捷運站,最短租期,朝向,格局,桌子,椅子,樓層,沙發,洗衣機,火車站,熱水器,產權登記,種類,第四台,管理費,網路,編號,總樓層數,衣櫃,身份要求,車 位,開伙,隔間材料,電視,養寵物,現況
1164,11000.0,1,1,松山區,台北市松山區八德路三段74巷,6.0,公寓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6414731,5.0,1,學生、上班族,無,可以,0,1,可以,獨立套房
1165,27000.0,1,1,信義區,台北市信義區光復南路,14.65,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,坐南朝北,樓中樓、有陽臺,0,1,4,1,1,0,1,已辦 ,0,0,1465,0,6425707,13.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1166,38000.0,1,1,信義區,台北市信義區松勤街,15.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,有陽臺,1,1,10,1,1,0,1,已辦 ,0,1,2200,1,6425699,19.0,1,學生、上班族、家庭,平面式停車位，費用另計,可以,0,1,可以,獨立套房
1167,13000.0,1,1,大安區,台北市大安區羅斯福路四段119巷48號,12.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,1,0,0,0,1,已辦 ,0,1,0,1,6421902,2.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1168,15200.0,1,1,中山區,台北市中山區錦西街,6.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,6,1,1,0,1,未辦 ,0,1,0,1,6425689,7.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
1169,4800.0,1,1,士林區,台北市士林區中山北路七段190巷,5.0,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,8,0,1,0,1,已辦 ,0,1,0,1,6376131,8.0,1,0,無,不可以,0,1,不可以,獨立套房
1170,12000.0,1,1,士林區,台北市士林區重慶北路四段49巷,7.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,4,0,1,0,0,已辦 ,0,1,0,1,6391446,5.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
1171,16500.0,1,1,大安區,台北市大安區復興南路一段79巷,8.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,1,1,0,1,已辦 ,0,1,0,1,6349924,5.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
1172,14000.0,1,1,中山區,台北市中山區農安街,7.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,2,1,1,0,1,已辦 ,0,0,0,1,6413816,4.0,1,學生、上班族,無,可以,0,1,可以,獨立套房
1173,13000.0,1,1,松山區,台北市松山區南京東路三段335巷23號,8.9,電梯大樓,0,1,0,男女生皆可,面議,1,1月,0,0,1,1,5,0,1,0,1,已辦 ,0,0,0,0,6380948,7.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
1174,10000.0,1,1,大安區,台北市大安區師大路,6.0,公寓,0,1,0,男女生皆可,二個月,0,一年,0,有陽臺,1,1,4,0,1,0,1,已辦 ,0,1,0,1,6338654,4.0,1,學生、上班族,無,不可以,0,1,可以,獨立套房
1175,11000.0,1,1,大安區,台北市大安區通化街39巷,7.0,透天厝,0,1,0,男女生皆可,二個月,0,一年,0,0,0,0,2,0,1,0,0,已辦 ,0,1,0,1,6359310,3.0,1,學生、上班族、家庭,無,不可以,0,1,可以,獨立套房
1176,15000.0,1,1,士林區,台北市士林區文林路,8.0,公寓,0,1,0,男女生皆可,二個月,0,一年,0,0,0,0,3,1,1,0,1,已辦 ,0,1,0,1,6379694,5.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
1177,14000.0,1,1,中山區,台北市中山區松江路3號,9.9,電梯大樓,1,1,0,男女生皆可,面議,0,一年,0,0,1,1,14,1,1,0,1,已辦 ,0,1,0,1,6425632,15.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
1178,18900.0,1,1,中正區,台北市中正區杭州南路一段111巷,10.0,公寓,1,1,0,男女生皆可,二個月,1,一年,0,0,1,1,2,1,1,0,1,已辦 ,0,1,0,1,6360904,4.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
1179,16300.0,1,1,中正區,台北市中正區杭州南路一段111巷,8.0,公寓,1,1,0,男女生皆可,二個月,1,一年,0,0,1,1,2,1,1,0,1,已辦 ,0,1,0,1,6360862,4.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
1180,28000.0,1,1,中山區,台北市中山區中山北路二段93巷,11.6,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,8,1,1,0,0,已辦 ,0,0,1278,0,6383024,14.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1181,25000.0,1,1,信義區,台北市信義區基隆路一段,10.0,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,坐東朝西,樓中樓、有陽臺,1,0,2,1,1,0,1,已辦 ,0,0,1100,0,6328234,15.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1182,10000.0,1,1,中山區,台北市中山區松江路362巷,8.0,公寓,0,1,0,男女生皆可,面議,0,一年,0,0,1,1,2,1,1,0,1,已辦 ,0,0,0,1,6425621,4.0,1,學生、上班族,無,可以,0,1,可以,獨立套房
1183,12500.0,1,1,大安區,台北市大安區和平東路一段183巷,8.0,電梯大樓,0,1,0,女生,二個月,1,半年,坐南朝北,0,1,1,頂樓加蓋,0,1,0,1,未辦 ,0,0,0,1,6393981,5.0,1,學生、上班族,無,可以,0,0,不可以,獨立套房
1184,27000.0,1,1,大安區,台北市大安區仁愛路四段222巷,9.4,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,樓中樓、有陽臺,1,1,2,1,1,0,1,已辦 ,0,0,2000,0,6417477,9.0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,0,1,不可以,獨立套房
1185,11000.0,1,1,士林區,台北市士林區中山北路六段146號,8.0,公寓,1,1,0,女生,二個月,0,半年,0,0,1,1,4,1,1,0,1,已辦 ,0,1,0,1,6425600,4.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
1186,15500.0,1,1,大安區,台北市大安區泰順街40巷,9.77,公寓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,開放式格局,1,1,2,1,1,0,1,已辦 ,0,1,0,1,6343732,4.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
1187,18000.0,1,1,大安區,台北市大安區浦城街6巷,10.3,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,開放式格局,1,1,4,0,1,0,1,已辦 ,0,0,500,0,6388146,5.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
1188,23500.0,1,1,中正區,台北市中正區羅斯福路一段83巷,11.05,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,坐西南朝東北,有陽臺,1,1,4,1,1,0,1,已辦 ,0,0,1547,0,6353538,14.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1189,14000.0,1,1,中正區,台北市中正區八德路一段43巷,10.0,公寓,0,1,0,男女生皆可,面議,0,一年,0,0,1,1,3,0,1,0,1,已辦 ,0,1,0,1,6419476,4.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1190,18000.0,1,1,信義區,台北市信義區基隆路一段97號,7.0,電梯大樓,0,1,0,男女生皆可,"25,000",1,1月,坐東南朝西北,有陽臺,1,1,3,0,0,0,1,-- ,0,1,0,1,6237892,11.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
1191,24000.0,1,1,萬華區,台北市萬華區康定路,17.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,0,0,8,0,1,0,1,已辦 ,0,0,0,0,6350554,26.0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,0,1,不可以,獨立套房
1192,16800.0,1,1,中山區,台北市中山區民權東路二段92巷,10.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,1,1,1,0,1,已辦 ,0,0,0,1,6401634,6.0,1,學生、上班族,無,可以,0,1,可以,獨立套房
1193,24000.0,1,1,中山區,台北市中山區長安東路二段6號,8.0,公寓,0,1,0,男女生皆可,面議,1,一年,0,0,1,1,3,1,1,0,1,已辦 ,0,0,0,1,6425583,5.0,1,學生、上班族,無,可以,0,1,可以,獨立套房
1194,23000.0,1,1,信義區,台北市信義區富陽街,15.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,4,1,1,0,1,已辦 ,0,1,0,1,6367354,5.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
1195,16000.0,1,1,大安區,台北市大安區龍泉街93巷11號,14.0,公寓,0,1,0,男女生皆可,二個月,0,一年,坐東朝西,樓中樓、有陽臺,1,1,2,1,1,0,1,已辦 ,0,0,0,1,6422400,5.0,1,0,無,可以,0,1,不可以,獨立套房
1196,32000.0,1,1,中山區,台北市中山區樂群二路,19.17,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,5,0,1,0,1,已辦 ,0,0,0,0,6414786,11.0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,0,1,不可以,
1197,12500.0,1,1,中山區,台北市中山區長春路88號,7.0,電梯大樓,0,1,0,女生,二個月,1,一年,0,開放式格局,1,1,12,0,1,1,1,已辦 ,0,1,0,1,6353781,13.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
1198,32000.0,1,1,中山區,台北市中山區樂群二路,19.17,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,5,0,1,0,1,已辦 ,0,0,0,0,6414782,11.0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,0,1,不可以,
1199,30000.0,1,1,大安區,台北市大安區大安路一段202號,10.8,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,坐西朝東,有陽臺,1,1,6,1,1,0,1,已辦 ,0,0,1629,1,6420929,12.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1200,15000.0,1,1,大同區,台北市大同區民生西路,12.0,透天厝,0,1,0,男女生皆可,二個月,1,一年,0,0,1,0,4,1,1,0,1,已辦 ,0,1,0,1,6410184,4.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
1201,25000.0,1,1,大安區,台北市大安區信義路三段156號,7.21,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,6,1,1,0,1,已辦 ,0,0,2240,0,6391067,14.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
1202,11000.0,1,1,中山區,台北市中山區錦州街,8.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6332071,7.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
1203,32000.0,1,1,中山區,台北市中山區樂群二路,19.17,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,5,0,1,0,1,已辦 ,0,0,0,0,6385059,11.0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,0,1,不可以,
1204,21000.0,1,1,中山區,台北市中山區林森北路,13.08,電梯大樓,1,1,0,男女生皆可,二個月,0,一年,0,0,1,1,14,1,1,0,1,已辦 ,0,1,1410,1,6415508,14.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1205,32000.0,1,1,中山區,台北市中山區樂群二路,19.17,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,5,0,1,0,1,已辦 ,0,0,0,0,6404862,11.0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,0,1,不可以,
1206,38000.0,1,1,信義區,台北市信義區松勤街,14.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,18,1,1,0,1,已辦 ,0,0,2178,0,6419003,19.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1207,23000.0,1,1,大安區,台北市大安區忠孝東路四段,11.8,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,0,1,9,1,1,0,1,未辦 ,0,0,943,0,6417465,11.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1208,34000.0,1,0,中山區,台北市中山區民生東路一段,8.4,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,0,0,7,1,1,0,0,已辦 ,0,0,2030,0,6368739,12.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1209,10000.0,1,1,內湖區,台北市內湖區內湖路三段,6.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,0,1,0,0,已辦 ,0,1,0,1,6350760,5.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
1210,35000.0,1,1,大安區,台北市大安區仁愛路四段68號,24.0,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,坐南朝北,0,0,0,9,1,0,0,1,已辦 ,0,0,0,0,6408827,14.0,1,0,無,可以,0,1,不可以,獨立套房
1211,30000.0,1,1,大安區,台北市大安區仁愛路四段62號,17.0,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,0,0,0,10,0,0,0,1,已辦 ,0,0,2000,0,6408713,14.0,1,0,無,不可以,0,1,不可以,獨立套房
1212,8200.0,1,1,信義區,台北市信義區吳興街583巷3弄6號,6.0,公寓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,2,0,1,0,1,已辦 ,0,1,0,1,6410614,3.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1213,13500.0,1,1,中正區,台北市中正區延平南路160號,8.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,4,1,1,0,1,已辦 ,0,0,0,1,6396302,4.0,1,學生、上班族,無,可以,0,1,可以,獨立套房
1214,8800.0,1,1,文山區,台北市文山區和興路,8.0,公寓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,0,1,1,3,0,0,0,1,已辦 ,0,1,0,1,6369150,4.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1215,22000.0,1,1,南港區,台北市南港區重陽路125巷,8.0,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,8,0,1,1,1,已辦 ,0,1,0,1,6402196,8.0,1,上班族、家庭,無,可以,0,0,不可以,獨立套房
1216,14900.0,1,1,大安區,台北市大安區永康街,8.0,公寓,0,1,0,女生,二個月,0,一年,0,有陽臺,1,1,頂樓加蓋,1,1,0,1,已辦 ,0,1,0,1,6425464,5.0,1,0,無,不可以,0,1,不可以,獨立套房
1217,14000.0,0,1,士林區,台北市士林區福華路128巷,9.0,公寓,0,1,0,男女生皆可,二個月,1,一年,坐東朝西,有陽臺,0,0,3,0,1,0,1,已辦 ,0,1,0,1,6365272,3.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
1218,44999.0,1,1,中山區,台北市中山區林森北路,25.2,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,15,1,1,0,1,已辦 ,0,0,3726,0,6419447,15.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1219,10500.0,1,1,萬華區,台北市萬華區環河南路二段125巷7弄4號,12.0,公寓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,0,3,1,1,0,1,已辦 ,0,0,0,0,6425460,4.0,1,學生、上班族、家庭,無,不可以,水泥磚牆,1,可以,獨立套房
1220,14000.0,1,1,中山區,台北市中山區吉林路,8.5,公寓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,3,1,1,0,1,已辦 ,0,1,0,1,6388526,5.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
1221,23500.0,1,1,中山區,台北市中山區明水路555號,14.5,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,坐東朝西,樓中樓、有陽臺,1,1,12,1,1,0,1,已辦 ,0,0,1350,0,6401340,16.0,1,學生、上班族、家庭,平面式停車位，費用另計,可以,0,1,不可以,
1222,26000.0,1,1,中山區,台北市中山區北安路458巷,16.3,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,0,0,3,0,1,0,1,已辦 ,0,0,2200,0,6423614,7.0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,0,1,不可以,
1223,10900.0,1,1,北投區,台北市北投區裕民一路,7.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,3,0,1,0,1,已辦 ,0,1,0,1,6407595,3.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
1224,19000.0,1,1,內湖區,台北市內湖區民權東路六段150-1號,13.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,坐東北朝西南,0,1,1,11,1,1,0,1,已辦 ,0,0,1297,1,6409138,14.0,1,學生、上班族,無,可以,0,1,不可以,獨立套房
1225,15000.0,1,1,北投區,台北市北投區光明路,11.399,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,坐東南朝西北,0,0,0,4,1,0,0,0,已辦 ,0,0,0,0,6349337,14.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1226,13000.0,1,1,北投區,台北市北投區溫泉路65巷,9.58,電梯大樓,1,1,0,女生,二個月,0,一年,坐東南朝西北,0,1,1,4,0,0,0,1,已辦 ,0,0,0,0,6417364,7.0,1,學生、上班族、家庭,無,不可以,0,0,不可以,獨立套房
1227,9000.0,1,0,北投區,台北市北投區溫泉路,8.858,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,0,1,1,5,0,1,0,0,已辦 ,0,0,0,0,6417501,7.0,1,學生、上班族、家庭,無,可以,0,0,不可以,獨立套房
1228,8000.0,1,1,信義區,台北市信義區松信路18號,6.0,公寓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,6,0,1,1,1,已辦 ,0,1,0,1,6425414,6.0,1,上班族,無,不可以,0,1,不可以,獨立套房
1229,12000.0,1,1,中山區,台北市中山區錦州街21號,10.0,電梯大樓,0,1,0,男女生皆可,一個月,0,一年,0,開放式格局,0,0,8,1,1,0,1,-- ,0,0,900,0,6425413,11.0,1,0,無,不可以,0,1,不可以,獨立套房
1230,10800.0,1,1,大安區,台北市大安區杭州南路二段93巷,6.0,公寓,1,1,0,男女生皆可,二個月,1,一年,0,0,1,1,1,0,1,0,1,已辦 ,0,1,0,1,6424089,4.0,1,0,無,不可以,0,1,不可以,獨立套房
1231,13500.0,1,1,中山區,台北市中山區吉林路254號,7.5,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6249271,7.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
1232,0.0,1,1,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,6425391,0.0,1,0,0,0,0,1,0,
1233,11500.0,1,1,中正區,台北市中正區漢口街一段80巷,7.0,公寓,1,1,0,男女生皆可,面議,0,一年,0,0,1,1,4,1,1,0,1,已辦 ,0,1,0,1,6397401,5.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
1234,20000.0,0,1,松山區,台北市松山區八德路二段,11.21,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,坐北朝南,0,0,0,2,0,1,0,1,已辦 ,0,0,1084,0,6417073,12.0,1,學生、上班族、家庭,無,可以,0,0,不可以,獨立套房
1235,16000.0,0,1,松山區,台北市松山區光復北路,10.0,電梯大樓,0,0,0,男女生皆可,二個月,1,一年,坐西朝東,0,0,0,頂樓加蓋,0,0,0,1,未辦 ,0,0,800,0,6419364,12.0,1,學生、上班族、家庭,無,不可以,0,0,不可以,獨立套房
1236,23000.0,1,1,中山區,台北市中山區新生北路三段,15.63,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,5,1,1,0,1,已辦 ,0,0,700,0,6410795,11.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1237,26000.0,0,1,中山區,台北市中山區遼寧街,16.01,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,0,0,2,0,0,0,1,已辦 ,0,0,1000,0,6351449,7.0,1,學生、上班族、家庭,無,可以,0,0,不可以,獨立套房
1238,18000.0,1,1,中山區,台北市中山區新生北路三段,11.0,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,0,1,1,6,1,1,0,1,已辦 ,0,1,0,1,6394617,12.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
1239,39000.0,1,1,信義區,台北市信義區松勤街,15.55,電梯大樓,0,1,0,男女生皆可,面議,1,一年,0,0,1,1,18,1,1,0,1,已辦 ,0,0,2250,0,6407841,19.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1240,14000.0,1,1,中山區,台北市中山區林森北路85巷,9.81,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,6,1,1,0,1,已辦 ,0,0,0,0,6354519,7.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1241,30000.0,1,1,大安區,台北市大安區大安路二段,14.02,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,8,1,1,0,1,已辦 ,0,0,0,0,6422377,12.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1242,9000.0,1,1,大同區,台北市大同區重慶北路三段,9.0,透天厝,0,1,0,男女生皆可,二個月,1,一年,坐西朝東,0,1,1,2,1,1,1,1,未辦 ,0,1,0,1,6408041,4.0,1,上班族,無,不可以,0,1,不可以,獨立套房
1243,8900.0,1,1,內湖區,台北市內湖區新明路,5.0,公寓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6398093,5.0,1,學生、上班族,無,不可以,0,0,不可以,獨立套房
1244,11000.0,1,1,士林區,台北市士林區承德路四段277巷,7.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,1,0,1,0,1,已辦 ,0,1,0,1,6419843,4.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
1245,10000.0,1,1,士林區,台北市士林區延平北路五段,7.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,4,0,1,0,1,已辦 ,0,1,0,1,6417861,4.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
1246,15500.0,1,1,士林區,台北市士林區文林北路594巷,8.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6411078,5.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1247,17000.0,1,1,士林區,台北市士林區大南路,7.46,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,有陽臺,1,1,12,0,0,0,1,已辦 ,0,0,0,0,6410966,14.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1248,12000.0,1,1,士林區,台北市士林區重慶北路四段49巷,8.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,4,0,1,0,1,已辦 ,0,1,0,1,6408725,4.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
1249,15000.0,1,1,北投區,台北市北投區吉利街123巷,9.0,公寓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,8,1,1,0,1,已辦 ,0,1,1000,1,6402650,8.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
1250,7500.0,1,1,北投區,台北市北投區立功街79巷,5.0,透天厝,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,2,0,1,0,1,-- ,0,0,0,1,6404255,2.0,1,0,無,不可以,0,0,不可以,獨立套房
1251,8300.0,1,1,士林區,台北市士林區大東路,6.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,3,0,1,0,1,已辦 ,0,1,0,1,6420288,4.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
1252,10500.0,1,1,士林區,台北市士林區安平街5巷,6.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,3,0,1,0,1,已辦 ,0,1,0,1,6383320,5.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
1253,22999.0,1,1,大安區,台北市大安區忠孝東路四段,11.79,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,0,1,1,9,1,1,0,1,已辦 ,0,0,943,0,6422451,11.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1254,22999.0,1,1,大安區,台北市大安區忠孝東路四段49巷,9.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,6,1,1,0,1,已辦 ,0,0,700,0,6402161,12.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1255,9000.0,1,1,信義區,台北市信義區松隆路,6.0,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,坐南朝北,有陽臺,1,1,7,0,1,1,1,已辦 ,0,1,0,1,6403159,7.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1256,25000.0,1,1,中山區,台北市中山區長春路,8.81,電梯大樓,1,1,0,男女生皆可,二個月,0,1月,0,0,1,1,12,1,1,0,1,已辦 ,0,0,746,0,6415698,12.0,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
1257,16000.0,1,1,中山區,台北市中山區林森北路119巷,7.01,電梯大樓,1,1,0,男女生皆可,二個月,0,一年,0,0,1,1,4,1,1,0,1,已辦 ,0,1,1100,1,6415645,7.0,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
1258,16000.0,1,1,中山區,台北市中山區林森北路85巷,8.35,電梯大樓,1,1,0,男女生皆可,二個月,0,一年,0,0,1,1,7,0,1,0,1,已辦 ,0,0,750,0,6415689,7.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1259,11000.0,1,1,士林區,台北市士林區福港街,7.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,1,0,1,0,1,已辦 ,0,1,0,1,6419922,4.0,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
1260,10000.0,1,1,中山區,台北市中山區長春路,6.8,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,11,0,1,0,1,已辦 ,0,0,0,0,6364614,12.0,1,學生、上班族、家庭,無,可以,0,0,不可以,獨立套房
1261,18000.0,1,1,中山區,台北市中山區林森北路85巷,8.71,電梯大樓,1,1,0,男女生皆可,二個月,0,一年,0,0,1,1,6,1,1,0,1,已辦 ,0,0,1140,0,6402988,7.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1262,25998.0,1,1,中山區,台北市中山區天祥路,13.68,電梯大樓,1,1,0,男女生皆可,面議,0,一年,0,0,1,1,3,1,1,0,1,已辦 ,0,0,0,0,6399473,12.0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,0,1,可以,獨立套房
1263,36998.0,1,1,中山區,台北市中山區民權西路9巷22號,19.58,電梯大樓,1,1,0,男女生皆可,二個月,0,一年,0,0,1,1,7,1,1,0,1,已辦 ,0,0,2937,0,6399529,14.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
1264,13800.0,1,1,中正區,台北市中正區漢口街一段,8.0,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,3,1,1,1,1,已辦 ,0,0,0,1,6413863,5.0,1,學生、上班族,無,可以,0,1,可以,獨立套房
1265,36999.0,1,1,中山區,台北市中山區民權西路9巷,19.58,電梯大樓,1,1,0,男女生皆可,二個月,0,一年,0,0,1,1,7,1,1,0,1,已辦 ,0,0,2937,0,6399506,14.0,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
