,價格,冰箱,冷氣,區,地址,坪數,型態,天然瓦斯,床,座標,性別要求,押金,捷運站,最短租期,朝向,格局,桌子,椅子,樓層,沙發,洗衣機,火車站,熱水器,產權登記,種類,第四台,管理費,網路,編號,總樓層數,衣櫃,身份要求,車 位,開伙,隔間材料,電視,養寵物,現況
410,8000,1,1,中正區,台北市中正區福州街,5,公寓,1,1,0,男女生皆可,二個月,1,1月,0,0,1,1,3,1,1,0,1,已辦 ,0,1,0,1,6380888,5,1,0,無,可以,0,1,不可以,獨立套房
411,9500,1,1,北投區,台北市北投區致遠二路15巷,8,公寓,0,1,0,男女生皆可,面議,0,一年,0,有陽臺,1,1,頂樓加蓋,0,1,0,1,已辦 ,0,0,0,0,6387169,4,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
412,15000,1,1,中山區,台北市中山區新生北路二段,6,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,0,1,1,14,0,1,0,1,已辦 ,0,0,490,0,6393978,14,1,上班族、家庭,無,不可以,0,1,不可以,獨立套房
413,8600,1,1,文山區,台北市文山區景福街,6,公寓,0,1,0,女生,二個月,0,一年,坐南朝北,0,1,1,3,0,1,0,1,已辦 ,0,1,0,1,6400887,4,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
414,8500,1,1,松山區,台北市松山區寶清路101巷,6,公寓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,0,1,1,2,0,1,1,1,已辦 ,0,1,0,1,6351744,4,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
415,12000,1,1,中山區,台北市中山區中山北路二段77巷,7,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,9,0,1,0,1,已辦 ,0,1,1000,1,6362308,10,1,上班族,無,不可以,0,1,不可以,獨立套房
416,13500,1,1,中正區,台北市中正區博愛路,7,透天厝,1,1,0,男女生皆可,一個月,1,半年,坐北朝南,0,1,1,3,1,1,1,1,已辦 ,0,1,0,1,6369629,5,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
417,12500,1,1,中正區,台北市中正區博愛路,6,透天厝,1,1,0,男女生皆可,一個月,1,三個月,坐北朝南,0,1,1,4,0,1,1,1,已辦 ,0,1,0,1,6369633,5,0,學生、上班族,無,不可以,0,1,不可以,獨立套房
418,20000,1,1,信義區,台北市信義區永吉路181號,15,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,2,1,1,1,1,已辦 ,0,1,0,1,6405549,12,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
419,16000,1,1,大安區,台北市大安區羅斯福路三段,6,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,9,0,1,0,1,已辦 ,0,0,600,1,6292199,12,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
420,21000,1,1,大安區,台北市大安區忠孝東路四段,7,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,14,0,0,1,1,已辦 ,0,1,0,1,6325984,14,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
421,11000,1,1,文山區,台北市文山區仙岩路16巷70號,10,公寓,0,0,0,男女生皆可,二個月,1,一年,0,0,1,0,3,0,1,0,1,已辦 ,0,0,0,0,6330417,3,1,學生、上班族、家庭,平面式停車位，費用另計,可以,0,1,不可以,獨立套房
422,20000,0,1,大安區,台北市大安區敦化南路,10,公寓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,2,0,1,1,1,已辦 ,0,1,0,0,6336744,4,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
423,9000,1,1,信義區,台北市信義區吳興街156巷,6,公寓,0,1,0,女生,二個月,1,一年,0,0,1,1,1,0,1,1,1,已辦 ,0,1,0,1,6378247,4,1,學生、上班族,無,不可以,0,0,不可以,獨立套房
424,12500,1,1,士林區,台北市士林區基河路165號,7,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,2,1,1,0,1,已辦 ,0,1,0,1,6402514,7,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
425,12500,1,1,北投區,台北市北投區立農街一段257巷,7,公寓,0,1,0,男女生皆可,二個月,1,1年,0,0,1,0,1,0,1,0,1,已辦 ,0,1,0,1,6402530,5,1,0,無,不可以,0,1,不可以,獨立套房
426,9000,1,1,文山區,台北市文山區景豐街37巷,5,公寓,0,1,0,男女生皆可,二個月,0,一年,坐東北朝西南,開放式格局,1,1,1,1,1,0,1,-- ,0,1,0,1,6331141,4,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
427,12000,1,1,信義區,台北市信義區松隆路329巷,8,公寓,0,1,0,女生,二個月,0,一年,坐北朝南,有陽臺,1,1,5,1,1,0,1,已辦 ,0,1,0,1,6334944,5,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
428,12500,1,1,萬華區,台北市萬華區萬大路237巷,12,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,4,0,1,1,1,已辦 ,0,1,0,1,6367702,5,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
429,20000,1,1,中山區,台北市中山區錦州街,13,公寓,0,1,0,男女生皆可,二個月,1,一年,坐南朝北,0,1,0,2,1,1,0,1,未辦 ,0,1,0,1,6393659,4,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
430,15500,1,1,中山區,台北市中山區林森北路133巷,7.59,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,樓中樓,1,0,6,1,1,0,1,已辦 ,0,0,800,0,6398365,7,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
431,26000,1,1,中山區,台北市中山區天祥路,15.1,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,4,0,1,0,1,已辦 ,0,0,2000,0,6330376,12,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
432,14500,1,1,內湖區,台北市內湖區內湖路一段437巷,5.5,公寓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,3,0,1,0,1,-- ,0,1,0,1,6343689,4,1,0,無,可以,0,1,不可以,獨立套房
433,8000,1,1,大同區,台北市大同區酒泉街,4,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6346551,5,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
434,7000,1,1,內湖區,台北市內湖區康樂街72巷,4,公寓,0,1,0,女生,10000,1,一年,0,0,1,1,2,0,1,0,1,已辦 ,0,1,0,1,6381301,5,1,學生、上班族,無,可以,0,1,不可以,獨立套房
435,12000,1,1,大安區,台北市大安區敦化南路一段,9,公寓,0,1,0,女生,二個月,1,一年,0,0,1,1,4,0,1,0,1,已辦 ,0,1,0,1,6382332,5,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
436,14500,1,1,中正區,台北市中正區羅斯福路三段128巷38號,9,公寓,0,1,0,女生,二個月,1,一年,0,0,1,1,3,0,1,0,1,-- ,0,1,0,1,6401329,4,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
437,13500,1,1,大同區,台北市大同區保安街,8.1,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,開放式格局,1,1,3,1,1,1,1,未辦 ,0,1,0,1,6387063,6,1,0,無,可以,0,1,可以,獨立套房
438,10000,1,1,內湖區,台北市內湖區成功路二段,7,公寓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,2,0,1,0,1,已辦 ,0,1,0,1,6315113,4,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
439,8000,1,1,內湖區,台北市內湖區康樂街136巷,6,公寓,0,1,0,女生,二個月,0,一年,坐南朝北,0,1,1,5,1,1,0,1,已辦 ,0,1,0,1,6315149,5,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
440,27999,1,1,中山區,台北市中山區中山北路二段93巷,11.6,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,樓中樓,1,1,8,1,1,0,1,已辦 ,0,0,1500,0,6367365,12,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
441,20000,1,1,中山區,台北市中山區復興北路,12.62,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,8,1,1,0,1,已辦 ,0,0,2000,0,6402015,11,1,上班族、家庭,無,可以,0,1,不可以,獨立套房
442,16000,1,1,中山區,台北市中山區復興北路,10.9,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,8,0,1,0,1,已辦 ,0,0,2000,0,6408390,11,1,上班族、家庭,無,可以,0,1,不可以,獨立套房
443,40000,1,1,大安區,台北市大安區光復南路,24,電梯大樓,0,1,0,男女生皆可,二個月,1,兩年,0,0,1,1,9,1,1,0,1,已辦 ,0,1,4004,1,6360266,16,1,上班族,機械式停車位，已含租金內,可以,0,1,不可以,獨立套房
444,26500,1,1,中山區,台北市中山區八德路二段,13,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,樓中樓,1,1,9,1,1,0,1,已辦 ,0,0,1500,0,6390687,11,1,上班族、家庭,無,可以,0,1,不可以,獨立套房
445,13000,1,1,大安區,台北市大安區復興南路二段,7,公寓,1,1,0,男女生皆可,二個月,1,一年,0,0,0,0,5,0,1,0,0,已辦 ,0,1,0,1,6368446,6,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
446,28500,1,1,中山區,台北市中山區中山北路二段59巷,14.08,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,樓中樓、有陽臺,1,1,3,1,1,0,1,已辦 ,0,0,1200,0,6318123,14,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
447,14000,1,1,信義區,台北市信義區忠孝東路五段372巷,8,電梯大樓,1,1,0,女生,二個月,1,一年,坐北朝南,有陽臺,1,1,頂樓加蓋,0,1,0,0,已辦 ,0,1,0,1,6367446,7,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
448,9500,1,1,中山區,台北市中山區民權東路二段152巷,5,公寓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,0,1,1,4,0,1,0,1,已辦 ,0,1,0,1,5565037,4,1,上班族,無,不可以,0,1,不可以,獨立套房
449,12000,1,1,中山區,台北市中山區建國北路二段6巷19號,8,公寓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,0,1,1,4,0,1,1,1,已辦 ,0,1,0,1,6344995,5,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
450,23000,1,1,中山區,台北市中山區林森北路,12.7,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,樓中樓、有陽臺,1,1,12,1,1,0,1,已辦 ,0,0,1400,0,6367392,14,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
451,29000,1,1,中山區,台北市中山區新生北路三段,13.93,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,樓中樓、有陽臺,1,1,11,1,1,0,1,已辦 ,0,0,1532,0,6393137,12,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
452,7800,1,1,萬華區,台北市萬華區環河南路二段250巷,7,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6381190,6,1,學生、上班族,無,可以,0,1,不可以,獨立套房
453,11500,1,1,中山區,台北市中山區林森北路85巷,9,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,1,1,0,1,已辦 ,0,1,250,1,6381175,5,1,學生、上班族,無,可以,0,1,不可以,獨立套房
454,29000,1,1,中山區,台北市中山區中山北路二段93巷,12.89,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,樓中樓,1,1,4,1,1,0,1,已辦 ,0,0,1500,0,6392622,12,1,上班族、家庭,無,可以,0,1,不可以,獨立套房
455,11000,1,1,萬華區,台北市萬華區和平西路三段382巷,9,公寓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,6,1,1,1,1,已辦 ,0,1,0,1,6407613,6,1,學生、上班族,無,可以,0,0,不可以,獨立套房
456,22000,1,1,萬華區,台北市萬華區漢口街二段,15,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,3,1,1,0,1,已辦 ,0,0,0,0,6345919,15,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
457,13000,1,1,萬華區,台北市萬華區康定路152巷,8,公寓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,2,1,1,0,1,已辦 ,0,1,0,1,6348209,3,1,0,無,可以,0,1,可以,獨立套房
458,15000,1,1,中山區,台北市中山區林森北路119巷,6.6,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,樓中樓,1,1,7,1,1,1,1,已辦 ,0,0,1100,0,6361524,7,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
459,16000,1,1,士林區,台北市士林區後港街181巷,10,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,2,0,1,0,1,已辦 ,0,1,0,1,6375427,3,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
460,9000,1,1,內湖區,台北市內湖區康樂街48巷,6,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6381143,6,1,學生、上班族,無,可以,0,1,不可以,獨立套房
461,12500,1,1,中山區,台北市中山區吉林路,9,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,1,1,0,1,已辦 ,0,1,0,1,6386737,5,1,學生、上班族,無,可以,0,1,不可以,獨立套房
462,13000,1,1,萬華區,台北市萬華區環河南路二段250巷,9,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,1,1,0,1,已辦 ,0,1,0,1,6381262,6,1,學生、上班族,無,可以,0,1,不可以,獨立套房
463,27000,1,1,內湖區,台北市內湖區民權東路六段248巷,22,別墅,1,1,0,男女生皆可,二個月,0,一年,0,有陽臺,1,1,3,1,1,0,1,已辦 ,0,1,0,1,6345707,5,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
464,26000,1,1,中山區,台北市中山區天祥路,13.87,電梯大樓,1,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,4,0,1,0,1,已辦 ,0,0,2000,0,6358435,12,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
465,7500,1,1,信義區,台北市信義區基隆路二段,5,電梯大樓,0,1,0,女生,二個月,1,一年,0,0,1,1,8,0,1,0,1,已辦 ,0,1,0,1,6407533,12,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
466,8500,1,1,中山區,台北市中山區農安街125巷,6,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6386740,5,1,學生、上班族,無,可以,0,1,不可以,獨立套房
467,10000,1,1,大安區,台北市大安區和平東路三段304號,5,公寓,0,1,0,男女生皆可,二個月,0,一年,坐北朝南,0,1,1,3,0,1,0,1,已辦 ,0,1,0,1,6368278,4,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
468,18000,1,1,中山區,台北市中山區德惠街,11.71,電梯大樓,0,0,0,男女生皆可,二個月,1,一年,0,樓中樓,1,1,6,1,1,1,1,已辦 ,0,0,0,0,6370718,12,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
469,25000,1,1,中山區,台北市中山區林森北路,20.56,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,11,1,1,1,1,已辦 ,0,0,2056,0,6377219,14,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
470,9000,0,1,中山區,台北市中山區林森北路,4,透天厝,0,1,0,男女生皆可,二個月,0,一年,0,0,1,0,3,0,1,0,1,未辦 ,0,1,0,1,6367107,4,1,學生、上班族,無,不可以,0,0,不可以,獨立套房
471,12500,1,1,中山區,台北市中山區中山北路一段105巷18號,6,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,6,1,1,0,0,未辦 ,0,1,0,1,6399912,7,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
472,8000,1,1,信義區,台北市信義區吳興街583巷,5,公寓,0,1,0,男女生皆可,二個月,0,三個月,0,開放式格局,1,1,1,0,1,0,1,已辦 ,0,1,0,1,6320412,4,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
473,15000,1,1,中山區,台北市中山區林森北路107巷,9,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,3,0,1,0,1,已辦 ,0,0,0,0,6321124,7,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
474,8500,1,1,文山區,台北市文山區育英街31巷,6,公寓,1,1,0,女生,二個月,0,一年,0,0,1,1,1,0,1,0,1,已辦 ,0,1,0,1,6373254,4,1,學生、上班族,無,不可以,水泥磚牆,1,不可以,獨立套房
475,11000,1,1,中山區,台北市中山區吉林路,5,透天厝,0,1,0,男女生皆可,二個月,0,一年,0,0,1,0,3,0,1,0,0,未辦 ,0,0,0,1,6319242,6,1,0,無,可以,0,1,不可以,獨立套房
476,15000,1,1,大安區,台北市大安區金山南路二段,7,公寓,0,1,0,男女生皆可,二個月,0,一年,0,有陽臺,1,1,4,0,1,0,1,已辦 ,0,0,0,1,6381270,4,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
477,8300,1,1,內湖區,台北市內湖區內湖路三段,6,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,2,0,1,0,1,已辦 ,0,1,0,1,6408198,5,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
478,13000,1,1,中山區,台北市中山區民族東路8號,8,公寓,0,1,0,男女生皆可,面議,1,一年,0,0,1,1,2,1,0,0,1,已辦 ,0,1,0,1,6321344,4,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
479,13000,1,1,信義區,台北市信義區基隆路一段380巷,9,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,1,1,0,1,已辦 ,0,1,0,1,6340674,5,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
480,13500,1,1,大安區,台北市大安區通化街,7,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,4,1,1,0,1,已辦 ,0,0,0,0,6400754,5,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
481,20000,1,1,大安區,台北市大安區仁愛路四段300巷,11.9,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,6,1,0,0,1,已辦 ,0,0,850,0,6400837,7,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
482,17800,1,1,中山區,台北市中山區吉林路236巷,15,透天厝,0,1,0,男女生皆可,二個月,1,一年,坐南朝北,有陽臺,1,1,2,1,1,1,1,已辦 ,0,1,0,1,6333256,2,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
483,16800,1,1,中山區,台北市中山區吉林路,15,透天厝,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,2,1,1,1,1,已辦 ,0,1,0,1,6360011,2,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
484,16500,1,1,松山區,台北市松山區長安東路二段,8,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,10,1,1,0,1,已辦 ,0,1,500,1,6396019,12,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
485,15000,1,1,大安區,台北市大安區復興南路二段,10,公寓,1,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,0,0,0,0,-- ,0,1,0,1,4856353,5,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
486,12000,1,1,中山區,台北市中山區長安東路二段36巷,12,電梯大樓,0,1,0,男女生皆可,20000,0,半年,坐東朝西,0,1,1,2,1,1,0,1,-- ,0,1,0,0,6232232,7,1,上班族,無,不可以,0,1,不可以,獨立套房
487,16000,1,1,中山區,台北市中山區林森北路,9,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,2,1,0,0,1,已辦 ,0,1,0,1,6342150,6,1,0,無,可以,0,1,可以,獨立套房
488,16000,1,1,中山區,台北市中山區南京東路一段,8,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6378379,5,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
489,15000,1,1,中山區,台北市中山區林森北路133巷,9,公寓,1,1,0,男女生皆可,面議,0,一年,0,0,1,1,3,1,1,0,1,已辦 ,0,1,0,1,6387607,3,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
490,18000,1,1,中山區,台北市中山區民生東路二段115巷,11,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,2,0,1,0,1,已辦 ,0,1,0,1,6390195,4,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
491,16000,1,1,松山區,台北市松山區八德路二段410巷,10,公寓,0,1,0,男女生皆可,二個月,0,一年,坐西朝東,開放式格局,1,1,5,0,1,0,1,已辦 ,0,1,0,1,6357707,5,1,0,無,不可以,0,1,可以,獨立套房
492,24500,0,1,信義區,台北市信義區信義路五段8巷,13.27,電梯大樓,0,0,0,男女生皆可,二個月,1,一年,坐南朝北,有陽臺,0,0,5,0,0,0,1,已辦 ,0,0,1995,0,6406436,14,1,學生、上班族、家庭,無,可以,0,0,不可以,獨立套房
493,17000,1,1,中山區,台北市中山區長春路,7,公寓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,0,1,1,2,1,1,0,1,已辦 ,0,0,0,1,6352802,4,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
494,17000,1,1,中山區,台北市中山區長春路,7,公寓,0,1,0,男女生皆可,二個月,1,一年,坐北朝南,0,1,1,3,1,1,0,1,已辦 ,0,0,0,1,6352849,4,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
495,14000,1,1,中山區,台北市中山區長春路,7,公寓,0,1,0,女生,二個月,1,一年,坐北朝南,有陽臺,1,1,4,1,1,0,1,已辦 ,0,0,0,1,6353354,4,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
496,18000,1,1,中正區,台北市中正區濟南路二段,10,華廈,0,1,0,男女生皆可,二個月,1,半年,坐北朝南,0,1,1,5,0,1,0,1,已辦 ,0,1,1000,1,6404322,7,1,學生、上班族,無,可以,0,1,不可以,獨立套房
497,12000,1,1,松山區,台北市松山區南京東路三段86號,8,公寓,0,1,0,男女生皆可,二個月,1,一年,坐南朝北,0,1,1,4,0,1,0,1,已辦 ,0,1,0,1,6348393,4,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
498,17800,1,1,中山區,台北市中山區吉林路,15,透天厝,0,1,0,男女生皆可,二個月,1,一年,坐南朝北,有陽臺,1,1,2,1,1,1,1,已辦 ,0,1,0,1,6403704,7,1,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
499,14500,1,1,信義區,台北市信義區永吉路,10,透天厝,0,1,0,男女生皆可,二個月,0,一年,0,0,1,1,3,0,1,0,1,未辦 ,0,1,0,1,6319337,3,1,上班族,無,不可以,0,1,不可以,獨立套房
500,9000,1,1,萬華區,台北市萬華區西園路二段140巷,8,公寓,0,1,0,男女生皆可,二個月,0,一年,坐西北朝東南,開放式格局,1,1,1,0,1,0,1,已辦 ,0,1,0,1,6319713,4,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
501,18000,1,1,中山區,台北市中山區中山北路一段,9.5,電梯大樓,0,0,0,男女生皆可,二個月,1,一年,0,樓中樓,0,0,3,1,1,1,1,已辦 ,0,0,1500,0,6352251,13,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
502,13000,1,1,中山區,台北市中山區林森北路96號,7,電梯大樓,1,1,0,男女生皆可,二個月,0,一年,0,有陽臺,1,1,13,1,1,0,1,未辦 ,0,0,0,0,6402575,13,0,學生、上班族、家庭,無,不可以,0,1,不可以,獨立套房
503,11500,1,1,信義區,台北市信義區忠孝東路六段,8,公寓,0,1,0,女生,面議,1,一年,0,0,1,1,2,0,1,1,1,已辦 ,0,1,0,1,6331485,4,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
504,14500,1,1,信義區,台北市信義區松仁路202巷,12,公寓,0,1,0,女生,二個月,1,一年,0,有陽臺,1,1,4,0,1,0,1,已辦 ,0,1,0,1,6364742,4,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
505,13000,1,1,中山區,台北市中山區林森北路145巷,9,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,3,1,1,1,1,已辦 ,0,1,0,1,6393929,4,1,學生、上班族,無,不可以,0,1,不可以,獨立套房
506,30000,1,1,大安區,台北市大安區大安路二段66號,14.16,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,坐東朝西,開放式格局,1,1,8,1,1,0,1,已辦 ,0,1,0,1,6394503,12,1,0,無,可以,0,1,不可以,獨立套房
507,20000,1,1,中山區,台北市中山區雙城街19巷,10.28,電梯大樓,1,0,0,男女生皆可,二個月,1,一年,0,樓中樓、有陽臺,0,0,6,1,1,0,1,已辦 ,0,0,1338,0,6352281,14,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
508,13000,1,1,信義區,台北市信義區忠孝東路五段31巷,6,公寓,0,1,0,男女生皆可,二個月,1,三個月,0,開放式格局,1,1,4,0,1,0,1,已辦 ,0,1,0,1,6320417,5,1,0,無,不可以,0,1,不可以,獨立套房
509,23000,1,1,中山區,台北市中山區敬業一路128巷,19.15,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,4,1,1,0,1,已辦 ,0,0,1489,0,6330907,7,1,學生、上班族、家庭,無,可以,0,1,不可以,
510,28000,1,1,士林區,台北市士林區劍潭路,17.34,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,6,1,1,0,1,已辦 ,0,0,2000,0,6369622,14,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
511,8800,1,1,中山區,台北市中山區錦西街,5,電梯大樓,0,1,0,男女生皆可,二個月,1,一年,0,有陽臺,1,1,7,1,1,0,1,未辦 ,0,1,0,1,6314830,8,1,學生、上班族,無,可以,0,1,不可以,獨立套房
512,10000,1,1,中山區,台北市中山區雙城街19巷,7,公寓,0,1,0,男女生皆可,二個月,1,一年,0,0,1,1,4,0,1,0,1,已辦 ,0,0,0,0,6382389,4,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
513,36000,1,1,中山區,台北市中山區敬業二路69巷,30.9,電梯大樓,0,1,0,男女生皆可,二個月,0,一年,0,樓中樓,1,1,9,1,1,0,1,已辦 ,0,0,4000,0,6335903,10,1,0,平面式停車位，費用另計,可以,0,1,不可以,
514,21000,1,1,內湖區,台北市內湖區民權東路六段191巷50號,8,公寓,1,1,0,男女生皆可,二個月,1,1月,坐西朝東,0,1,1,2,1,1,0,1,已辦 ,0,1,0,1,6355594,3,1,0,無,可以,0,1,可以,獨立套房
515,26000,1,1,中山區,台北市中山區農安街,17,電梯大樓,0,1,0,男女生皆可,面議,1,一年,0,有陽臺,1,1,5,1,1,0,1,已辦 ,0,1,2299,0,6356814,14,1,學生、上班族、家庭,無,可以,0,1,不可以,獨立套房
516,19500,1,1,中山區,台北市中山區雙城街19巷,10.23,電梯大樓,1,1,0,男女生皆可,面議,1,一年,0,0,1,1,6,1,1,0,1,已辦 ,0,0,0,0,6368781,14,1,學生、上班族、家庭,無,可以,0,1,可以,獨立套房
517,13000,1,1,中山區,台北市中山區錦西街,7,公寓,0,1,0,男女生皆可,二個月,1,一年,坐南朝北,0,1,1,3,0,1,0,1,已辦 ,0,1,0,1,6358823,4,1,0,無,不可以,0,1,不可以,獨立套房
