@RELATION duLiTao_6_1_v3

@ATTRIBUTE 冰箱 REAL
@ATTRIBUTE 冷氣 REAL
@ATTRIBUTE 區 {三峽區,三芝區,三重區,中和區,中山區,中正區,五股區,信義區,內湖區,八里區,北投區,南港區,土城區,士林區,大同區,大安區,文山區,新店區,新莊區,松山區,板橋區,林口區,樹林區,永和區,汐止區,泰山區,淡水區,深坑區,烏來區,萬華區,萬里區,蘆洲區,金山區,鶯歌區}
@ATTRIBUTE 坪數 REAL
@ATTRIBUTE 型態 {住宅大樓,公寓,別墅,華廈,辦公商業大樓,透天厝,電梯大樓}
@ATTRIBUTE 天然瓦斯 REAL
@ATTRIBUTE 床 REAL
@ATTRIBUTE 性別要求 {女生,男女生皆可,男生}
@ATTRIBUTE 押金 {一個月,二個月,面議}
@ATTRIBUTE 捷運站 REAL
@ATTRIBUTE 最短租期 REAL
@ATTRIBUTE 有陽臺 REAL
@ATTRIBUTE 樓中樓 REAL
@ATTRIBUTE 開放式格局 REAL
@ATTRIBUTE 桌子 REAL
@ATTRIBUTE 椅子 REAL
@ATTRIBUTE 樓層 {>=6,地下,頂樓加蓋,1,2,3,4,5}
@ATTRIBUTE 沙發 REAL
@ATTRIBUTE 洗衣機 REAL
@ATTRIBUTE 火車站 REAL
@ATTRIBUTE 熱水器 REAL
@ATTRIBUTE 第四台 REAL
@ATTRIBUTE 網路 REAL
@ATTRIBUTE 衣櫃 REAL
@ATTRIBUTE 身份要求 {0,上班族,上班族、家庭,學生,學生、上班族,學生、上班族、家庭,家庭}
@ATTRIBUTE 車位 {平面式停車位，已含租金內,平面式停車位，費用另計,機械式停車位，已含租金內,機械式停車位，費用另計,無}
@ATTRIBUTE 開伙 {不可以,可以}
@ATTRIBUTE 隔間材料 {水泥磚牆}
@ATTRIBUTE 電視 REAL
@ATTRIBUTE 養寵物 {不可以,可以}
@ATTRIBUTE 現況 {獨立套房}
@ATTRIBUTE 總價格 REAL

@DATA
1,1,中和區,18,公寓,0,1,男女生皆可,二個月,0,365,1,0,0,1,1,頂樓加蓋,1,1,0,1,1,1,0,學生、上班族、家庭,無,不可以,水泥磚牆,1,可以,獨立套房,12000
1,1,汐止區,18,電梯大樓,1,1,男女生皆可,二個月,1,365,1,0,0,1,1,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,17060
1,1,汐止區,18,電梯大樓,1,1,男女生皆可,二個月,0,365,1,1,0,1,1,>=6,1,1,1,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,10631
1,1,淡水區,18,公寓,0,1,男女生皆可,二個月,1,365,1,1,0,1,1,>=6,1,1,0,1,0,0,1,0,無,可以,水泥磚牆,1,不可以,獨立套房,12000
1,1,新店區,18,電梯大樓,1,1,男女生皆可,二個月,1,90,1,0,0,1,1,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,可以,獨立套房,21266
1,1,永和區,18,電梯大樓,0,1,男女生皆可,二個月,1,365,1,0,0,1,1,>=6,1,1,0,1,1,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,23000
1,1,新店區,18,電梯大樓,0,0,男女生皆可,二個月,0,365,1,1,0,1,1,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,23632
1,1,三重區,18,公寓,1,1,男女生皆可,面議,0,30,0,0,0,1,1,>=6,1,0,0,1,1,1,1,0,無,不可以,水泥磚牆,1,不可以,獨立套房,18500
1,1,三重區,18,電梯大樓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,>=6,1,1,0,1,1,1,1,0,無,可以,水泥磚牆,1,不可以,獨立套房,24000
1,1,八里區,18,電梯大樓,0,1,男女生皆可,二個月,0,365,1,0,0,1,1,>=6,1,1,0,0,1,1,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,9000
1,1,中和區,18,電梯大樓,1,1,男女生皆可,二個月,1,365,0,1,0,1,1,>=6,1,1,0,1,1,1,1,上班族、家庭,無,不可以,水泥磚牆,1,不可以,獨立套房,18480
1,1,中和區,18,電梯大樓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,機械式停車位，已含租金內,可以,水泥磚牆,1,不可以,獨立套房,22800
1,1,淡水區,18,電梯大樓,0,1,男女生皆可,二個月,0,365,1,0,0,1,1,>=6,1,1,0,1,0,0,1,0,平面式停車位，費用另計,可以,水泥磚牆,1,不可以,獨立套房,11000
1,1,八里區,18,公寓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,>=6,1,1,0,1,0,0,1,0,無,可以,水泥磚牆,1,不可以,獨立套房,12500
0,1,中和區,18,辦公商業大樓,0,1,女生,二個月,0,365,1,0,0,0,0,>=6,0,0,0,1,0,0,0,0,無,可以,水泥磚牆,0,不可以,獨立套房,18500
1,1,八里區,18,電梯大樓,0,1,男女生皆可,二個月,0,365,0,0,0,1,0,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,水泥磚牆,1,不可以,獨立套房,16500
1,1,新店區,18,電梯大樓,0,0,男女生皆可,二個月,1,365,0,1,0,1,1,>=6,1,1,0,1,1,1,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,20000
1,1,新店區,18,電梯大樓,1,0,男女生皆可,二個月,1,365,1,0,0,0,0,>=6,0,1,0,1,0,0,0,學生、上班族、家庭,無,可以,水泥磚牆,1,可以,獨立套房,20940
1,1,三重區,18,公寓,1,1,男女生皆可,面議,1,365,0,0,0,1,1,5,1,1,0,1,1,1,1,上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,21000
1,1,中山區,18,公寓,0,1,男女生皆可,面議,0,365,1,0,0,0,0,5,1,1,0,1,1,0,1,0,無,不可以,水泥磚牆,1,不可以,獨立套房,18999
1,1,土城區,18,電梯大樓,1,1,男女生皆可,二個月,0,365,1,0,0,1,1,5,0,1,0,1,1,1,1,0,無,不可以,水泥磚牆,1,不可以,獨立套房,17000
1,1,三重區,18,公寓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,5,1,1,0,0,1,1,1,0,無,不可以,水泥磚牆,1,不可以,獨立套房,18000
1,1,中和區,18,電梯大樓,0,1,男女生皆可,面議,1,90,1,0,0,1,1,4,1,0,0,1,0,0,0,上班族、家庭,無,不可以,水泥磚牆,1,不可以,獨立套房,23260
1,1,三重區,18,電梯大樓,0,1,男女生皆可,二個月,0,365,0,0,0,0,0,4,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,18300
1,1,永和區,18,公寓,0,1,男女生皆可,二個月,1,365,0,1,0,1,1,4,1,1,0,1,1,1,1,學生、上班族、家庭,無,不可以,水泥磚牆,1,可以,獨立套房,16000
1,1,鶯歌區,18,電梯大樓,0,0,男女生皆可,二個月,0,365,1,0,0,1,1,4,1,0,0,1,0,0,1,上班族、家庭,平面式停車位，費用另計,可以,水泥磚牆,1,可以,獨立套房,12000
1,1,土城區,18,電梯大樓,0,1,男女生皆可,二個月,1,365,1,0,0,1,1,4,1,1,1,1,1,1,1,學生、上班族、家庭,無,可以,水泥磚牆,1,可以,獨立套房,16000
1,1,板橋區,18,公寓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,4,1,1,0,1,1,1,1,0,無,可以,水泥磚牆,1,不可以,獨立套房,18500
1,1,汐止區,18,電梯大樓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,3,1,1,0,0,1,1,1,學生、上班族、家庭,無,不可以,水泥磚牆,1,不可以,獨立套房,10698
1,1,樹林區,18,電梯大樓,0,1,男女生皆可,二個月,0,365,1,0,0,0,1,3,1,1,1,1,1,0,1,學生、上班族、家庭,無,不可以,水泥磚牆,1,可以,獨立套房,8000
0,1,士林區,18,公寓,1,0,男女生皆可,二個月,1,365,0,0,0,1,0,2,1,0,0,1,0,0,1,學生、上班族、家庭,無,不可以,水泥磚牆,0,不可以,獨立套房,12000
1,1,新店區,18,透天厝,0,1,男女生皆可,二個月,1,365,1,0,0,1,1,2,1,1,0,1,1,1,1,學生、上班族,無,可以,水泥磚牆,1,不可以,獨立套房,17500
1,1,淡水區,18,電梯大樓,0,1,男女生皆可,二個月,1,365,0,0,0,1,1,1,1,1,0,1,1,1,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,12000
0,1,三重區,17.97,電梯大樓,0,1,男女生皆可,二個月,0,365,0,0,0,0,0,4,0,1,0,1,0,0,0,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,22200
1,1,中和區,17.93,電梯大樓,1,1,男女生皆可,二個月,0,90,0,0,0,1,1,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,可以,獨立套房,21100
1,1,土城區,17.9,電梯大樓,1,0,男女生皆可,二個月,0,365,1,0,0,0,0,>=6,0,1,0,1,0,0,0,上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,15260
1,1,南港區,17.81,電梯大樓,1,0,男女生皆可,二個月,0,365,0,0,0,0,0,>=6,0,0,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,18832
1,1,中和區,17.78,電梯大樓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,5,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,17068
0,1,汐止區,17.6,電梯大樓,0,1,男女生皆可,二個月,0,365,1,0,0,1,1,>=6,0,1,1,1,0,0,1,上班族,無,可以,水泥磚牆,0,可以,獨立套房,13600
1,1,新店區,17.6,電梯大樓,1,1,男女生皆可,二個月,1,365,1,0,0,1,1,5,0,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,17980
1,1,中山區,17.51,電梯大樓,1,1,男女生皆可,二個月,0,365,0,0,0,1,1,4,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,可以,獨立套房,22685
1,1,中正區,17.5,公寓,0,1,男女生皆可,二個月,1,30,1,0,0,1,1,頂樓加蓋,1,1,0,1,1,1,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,19500
1,1,中和區,17.5,電梯大樓,0,1,男女生皆可,一個月,1,365,1,0,0,1,0,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,19000
1,1,新莊區,17.5,電梯大樓,0,1,男女生皆可,二個月,1,365,1,0,0,1,1,5,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,18000
0,0,中和區,17.49,電梯大樓,0,1,男女生皆可,二個月,0,365,0,0,0,1,0,>=6,1,0,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,25685
0,1,中山區,17.44,電梯大樓,0,0,男女生皆可,二個月,1,365,0,0,1,0,0,5,0,0,0,0,0,0,0,學生、上班族、家庭,無,可以,水泥磚牆,0,可以,獨立套房,26600
1,1,新莊區,17.43,電梯大樓,0,1,男女生皆可,二個月,1,365,1,0,0,1,1,4,1,1,0,1,1,1,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,16972
1,1,新莊區,17.41,電梯大樓,0,1,男女生皆可,二個月,0,365,0,0,1,1,1,>=6,1,1,0,1,0,0,1,0,無,可以,水泥磚牆,1,不可以,獨立套房,19000
1,1,新莊區,17.4,電梯大樓,1,1,男女生皆可,二個月,0,365,1,0,0,1,1,>=6,1,1,0,1,0,0,1,0,無,不可以,水泥磚牆,0,不可以,獨立套房,16000
1,1,新莊區,17.4,電梯大樓,1,1,女生,二個月,1,365,1,0,0,1,0,5,1,1,0,1,0,0,1,上班族,無,可以,水泥磚牆,1,不可以,獨立套房,15000
1,1,北投區,17.4,電梯大樓,1,1,男女生皆可,二個月,0,365,0,0,0,1,1,4,0,0,0,0,1,1,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,18575
1,1,萬華區,17.39,電梯大樓,1,1,男女生皆可,二個月,1,365,1,0,0,1,1,2,0,0,1,1,0,0,0,學生、上班族、家庭,無,可以,水泥磚牆,0,可以,獨立套房,18230
0,1,新莊區,17.3,電梯大樓,0,0,男女生皆可,二個月,1,365,0,0,0,0,1,>=6,0,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,可以,獨立套房,23000
0,1,中和區,17.29,電梯大樓,0,1,男女生皆可,二個月,0,365,0,0,0,0,0,>=6,0,0,0,1,0,0,1,學生、上班族、家庭,無,不可以,水泥磚牆,0,不可以,獨立套房,9850
1,1,萬華區,17.2,公寓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,4,1,1,0,1,0,0,1,0,無,可以,水泥磚牆,1,可以,獨立套房,16000
1,1,萬里區,17.11,電梯大樓,0,1,男女生皆可,二個月,0,365,1,0,0,1,1,4,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,10200
1,1,新莊區,17.1,電梯大樓,0,0,男女生皆可,二個月,1,365,0,0,0,0,0,>=6,0,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,可以,獨立套房,22000
0,0,新莊區,17.09,電梯大樓,0,0,男女生皆可,二個月,0,365,0,0,0,0,0,>=6,0,1,0,0,0,0,0,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,20000
1,1,內湖區,17.08,電梯大樓,1,0,男女生皆可,二個月,0,365,1,0,0,1,0,2,1,0,0,1,0,0,0,上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,16270
1,1,汐止區,17.07,電梯大樓,1,1,男女生皆可,二個月,0,365,1,0,0,1,1,>=6,1,1,1,1,0,1,1,學生、上班族、家庭,無,可以,水泥磚牆,1,可以,獨立套房,18354
1,1,中和區,17,電梯大樓,0,1,男女生皆可,二個月,1,540,0,1,0,1,1,>=6,1,0,0,1,0,0,1,上班族、家庭,平面式停車位，費用另計,可以,水泥磚牆,1,不可以,獨立套房,16000
0,1,新莊區,17,電梯大樓,0,0,男女生皆可,二個月,1,365,0,0,0,0,0,>=6,0,0,0,1,0,0,0,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,20000
1,1,淡水區,17,電梯大樓,0,1,男女生皆可,一個月,0,365,0,0,0,1,1,>=6,1,1,0,1,0,0,1,0,無,可以,水泥磚牆,1,可以,獨立套房,11000
1,1,板橋區,17,電梯大樓,0,1,男女生皆可,二個月,1,365,0,0,0,0,0,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,18000
1,1,汐止區,17,電梯大樓,1,1,男女生皆可,二個月,0,365,1,1,0,1,1,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,16203
1,1,大同區,17,電梯大樓,1,1,男女生皆可,二個月,1,365,1,1,0,1,1,>=6,1,1,1,1,1,1,1,學生、上班族、家庭,機械式停車位，費用另計,可以,水泥磚牆,1,可以,獨立套房,26544
0,1,新莊區,17,電梯大樓,0,0,男女生皆可,二個月,1,365,0,0,0,0,0,>=6,0,1,0,1,0,0,0,學生、上班族、家庭,平面式停車位，費用另計,可以,水泥磚牆,0,不可以,獨立套房,19000
1,1,三重區,17,電梯大樓,0,1,男女生皆可,二個月,1,365,1,0,0,0,0,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,23700
1,1,中和區,17,電梯大樓,0,1,男女生皆可,二個月,0,365,1,0,0,1,1,>=6,1,1,0,1,0,0,1,上班族,無,可以,水泥磚牆,1,不可以,獨立套房,20202
1,1,三重區,17,電梯大樓,0,1,男女生皆可,二個月,1,365,1,0,0,1,1,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,無,不可以,水泥磚牆,1,不可以,獨立套房,17286
1,1,萬華區,17,電梯大樓,0,1,男女生皆可,二個月,1,365,1,0,0,0,0,>=6,0,1,0,1,0,0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,水泥磚牆,1,不可以,獨立套房,24000
1,1,文山區,17,電梯大樓,0,1,男女生皆可,二個月,1,365,1,0,0,1,1,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,17189
1,1,新莊區,17,電梯大樓,0,1,男生,二個月,1,365,1,0,0,0,0,>=6,1,1,0,1,0,0,1,學生、上班族,無,可以,水泥磚牆,1,不可以,獨立套房,17500
1,1,中和區,17,電梯大樓,0,1,男女生皆可,二個月,0,365,0,0,1,1,1,>=6,1,1,0,1,1,1,1,0,無,可以,水泥磚牆,1,不可以,獨立套房,18000
0,1,內湖區,17,電梯大樓,1,0,男女生皆可,二個月,1,365,0,0,0,0,0,>=6,0,0,0,1,0,0,0,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,22000
1,1,三重區,17,電梯大樓,0,1,男女生皆可,二個月,1,365,1,0,0,1,1,>=6,1,1,0,1,0,0,1,上班族、家庭,無,可以,水泥磚牆,1,可以,獨立套房,22500
0,1,新莊區,17,電梯大樓,1,1,男女生皆可,二個月,0,365,0,0,0,0,1,>=6,1,1,0,1,0,0,1,0,無,可以,水泥磚牆,1,不可以,獨立套房,15000
1,1,三重區,17,電梯大樓,0,1,男女生皆可,二個月,1,365,1,0,0,1,1,>=6,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,22000
1,1,內湖區,17,公寓,0,1,男女生皆可,二個月,1,365,1,0,0,1,1,5,1,1,1,1,1,1,1,學生、上班族、家庭,無,不可以,水泥磚牆,1,不可以,獨立套房,13500
1,1,中山區,17,電梯大樓,0,1,男女生皆可,二個月,1,365,1,0,0,1,1,5,1,1,0,1,1,1,1,學生、上班族、家庭,無,可以,水泥磚牆,1,可以,獨立套房,25000
0,1,淡水區,17,電梯大樓,0,0,男女生皆可,二個月,0,365,1,0,0,0,0,5,0,0,0,1,0,0,0,0,平面式停車位，已含租金內,可以,水泥磚牆,0,不可以,獨立套房,12000
1,1,板橋區,17,公寓,0,1,男女生皆可,二個月,1,365,0,0,0,1,1,4,1,1,1,1,1,1,1,學生、上班族,無,可以,水泥磚牆,1,不可以,獨立套房,21000
1,1,松山區,17,公寓,0,1,男生,二個月,1,365,1,0,0,0,0,4,1,0,0,1,0,0,0,學生、上班族、家庭,無,不可以,水泥磚牆,1,不可以,獨立套房,15600
1,1,板橋區,17,公寓,0,1,男女生皆可,二個月,0,365,1,0,0,1,1,4,1,1,0,1,1,1,1,學生、上班族、家庭,無,不可以,水泥磚牆,1,不可以,獨立套房,17000
1,1,萬華區,17,電梯大樓,0,1,男女生皆可,二個月,1,180,1,0,0,1,1,3,1,1,0,1,0,0,1,學生、上班族、家庭,平面式停車位，費用另計,可以,水泥磚牆,1,不可以,獨立套房,26550
0,1,新莊區,17,電梯大樓,0,1,男女生皆可,二個月,0,365,1,0,0,1,0,3,0,1,0,1,0,0,1,0,無,可以,水泥磚牆,0,不可以,獨立套房,15500
1,1,北投區,17,電梯大樓,0,1,男女生皆可,二個月,1,365,0,0,0,1,1,3,1,1,0,1,0,0,1,學生、上班族、家庭,機械式停車位，費用另計,可以,水泥磚牆,0,不可以,獨立套房,20000
1,1,北投區,17,電梯大樓,1,1,男女生皆可,面議,0,365,0,0,0,1,1,3,1,1,0,1,0,0,1,0,無,可以,水泥磚牆,1,不可以,獨立套房,18000
1,1,泰山區,17,透天厝,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,3,1,1,0,1,1,1,1,學生、上班族、家庭,無,不可以,水泥磚牆,1,不可以,獨立套房,14000
1,1,三重區,17,公寓,0,1,男女生皆可,二個月,1,365,1,0,0,1,0,2,1,1,0,1,1,1,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,18000
1,1,淡水區,17,電梯大樓,0,1,男女生皆可,二個月,0,365,1,1,0,1,0,1,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,13000
0,1,三重區,17,公寓,0,0,男女生皆可,二個月,1,365,0,0,0,0,0,1,0,0,0,0,0,0,0,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,15000
0,1,新莊區,16.98,電梯大樓,0,0,男女生皆可,二個月,0,365,0,0,0,0,0,>=6,0,1,0,0,0,0,0,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,20000
0,1,新莊區,16.98,電梯大樓,0,0,男女生皆可,二個月,1,365,0,0,0,0,0,>=6,0,1,0,0,0,0,0,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,20000
1,1,文山區,16.85,電梯大樓,1,1,男女生皆可,二個月,1,365,1,0,0,1,1,2,1,1,0,1,0,0,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,10850
1,1,中山區,16.82,電梯大樓,0,0,男女生皆可,面議,1,365,0,0,0,0,0,>=6,0,1,0,1,0,0,0,學生、上班族、家庭,無,可以,水泥磚牆,0,不可以,獨立套房,26700
1,1,淡水區,16.8,電梯大樓,0,1,男女生皆可,二個月,1,365,1,0,0,1,1,>=6,1,0,0,0,0,1,1,上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,17180
