@relation duLiTao_no_outlier
@attribute X1 numeric
@attribute X冰箱 numeric
@attribute X冷氣 numeric
@attribute X區 numeric
@attribute X地址 numeric
@attribute X坪數 numeric
@attribute X型態 numeric
@attribute X天然瓦斯 numeric
@attribute X床 numeric
@attribute X性別要求 numeric
@attribute X押金 numeric
@attribute X捷運站 numeric
@attribute X最短租期 numeric
@attribute X有陽臺 numeric
@attribute X樓中樓 numeric
@attribute X開放式格局 numeric
@attribute X桌子 numeric
@attribute X椅子 numeric
@attribute X樓層 numeric
@attribute X沙發 numeric
@attribute X洗衣機 numeric
@attribute X火車站 numeric
@attribute X熱水器 numeric
@attribute X第四台 numeric
@attribute X網路 numeric
@attribute X編號 numeric
@attribute X衣櫃 numeric
@attribute X身份要求 numeric
@attribute "X車 位" numeric
@attribute X開伙 numeric
@attribute X隔間材料 numeric
@attribute X電視 numeric
@attribute X養寵物 numeric
@attribute X現況 numeric
@attribute X總價格 numeric
@attribute 每坪租金 numeric
@data
6189,0,1,萬華區,台北市萬華區貴陽街二段,6,電梯大樓,0,1,女生,二個月,1,365,0,0,0,1,0,頂樓加蓋,0,1,0,1,0,0,6423683,1,學生、上班族,無,不可以,水泥磚牆,0,不可以,獨立套房,8500,1416.66666666667
6258,1,1,大同區,台北市大同區天水路51巷,6,公寓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,頂樓加蓋,0,1,0,1,1,1,6424506,1,學生、上班族、家庭,無,可以,水泥磚牆,1,不可以,獨立套房,11999,1999.83333333333
6298,1,1,永和區,新北市永和區環河東路四段84號,6,公寓,0,0,男女生皆可,一個月,1,365,1,0,0,1,1,頂樓加蓋,0,1,0,1,0,1,6425035,1,學生、上班族,無,不可以,水泥磚牆,0,不可以,獨立套房,8000,1333.33333333333
6309,1,1,蘆洲區,新北市蘆洲區和平路,6,公寓,0,1,男女生皆可,二個月,1,365,0,0,0,1,0,頂樓加蓋,0,1,0,1,1,1,6425159,1,0,無,不可以,水泥磚牆,1,可以,獨立套房,6500,1083.33333333333
6356,1,1,中山區,台北市中山區松江路362巷,6,公寓,1,1,男女生皆可,二個月,0,365,0,0,0,1,1,頂樓加蓋,1,1,0,1,1,1,6425845,1,學生、上班族、家庭,無,可以,水泥磚牆,1,可以,獨立套房,8000,1333.33333333333
2,1,1,板橋區,新北市板橋區南雅西路二段,7,公寓,0,1,男女生皆可,二個月,0,365,1,0,0,1,1,頂樓加蓋,0,1,0,1,1,1,1772061,0,學生、上班族,無,不可以,水泥磚牆,1,不可以,獨立套房,8000,1142.85714285714
32,1,1,內湖區,台北市內湖區成功路四段182巷,7,公寓,0,1,男女生皆可,面議,1,365,0,0,0,1,1,頂樓加蓋,0,1,0,1,1,1,3738354,1,學生、上班族、家庭,無,可以,水泥磚牆,1,可以,獨立套房,8500,1214.28571428571
108,1,1,中山區,台北市中山區民生東路二段147巷,7,公寓,0,1,女生,二個月,1,180,0,0,0,1,1,頂樓加蓋,0,1,0,1,1,1,5313157,1,學生、上班族、家庭,無,不可以,水泥磚牆,1,不可以,獨立套房,7000,1000
199,1,1,中和區,新北市中和區中山路二段,7,公寓,0,1,男女生皆可,面議,0,365,0,0,0,1,1,頂樓加蓋,1,1,0,1,0,1,6220630,1,學生、上班族、家庭,無,不可以,水泥磚牆,1,可以,獨立套房,9500,1357.14285714286
289,1,1,北投區,台北市北投區懷德街,7,公寓,1,1,男女生皆可,二個月,1,365,0,0,0,1,1,頂樓加蓋,0,1,0,1,0,0,6302289,1,學生、上班族,無,不可以,水泥磚牆,0,不可以,獨立套房,8500,1214.28571428571
